Date,Age,Ever Vaccinated,Never Vaccinated
2021-04-21,48,1191,63784
2021-04-21,49,1191,66945
2021-04-21,50,1487,67167
2021-04-21,51,1487,66204
2021-04-21,52,1487,65063
2021-04-21,53,1487,64622
2021-04-21,54,1487,62380
2021-04-21,55,1487,61270
2021-04-21,56,1487,61642
2021-04-21,57,1487,62994
2021-04-21,58,1487,64208
2021-04-21,59,1487,64285
2021-04-21,60,1142,62953
2021-04-21,61,1142,61108
2021-04-21,62,1142,58462
2021-04-21,63,1142,56936
2021-04-21,64,1142,55323
2021-04-21,65,1142,53634
2021-04-21,66,1142,51724
2021-04-21,67,1142,50142
2021-04-21,68,1142,47620
2021-04-21,69,1143,46799
2021-04-21,70,394,45385
2021-04-21,71,394,44907
2021-04-21,72,394,43286
2021-04-21,73,394,42453
2021-04-21,74,394,42026
2021-04-21,75,394,37844
2021-04-21,76,394,33046
2021-04-21,77,394,30136
2021-04-21,78,394,26590
2021-04-21,79,395,26349
2021-04-21,80,119,26374
2021-04-21,81,119,24329
2021-04-21,82,119,20947
2021-04-21,83,119,18577
2021-04-21,84,119,16548
2021-04-21,85,119,14533
2021-04-21,86,119,12369
2021-04-21,87,119,11634
2021-04-21,88,119,9802
2021-04-21,89,118,8414
2021-04-21,90,376,32749
2021-04-28,0,0,58659
2021-04-28,1,0,57254
2021-04-28,2,0,59827
2021-04-28,3,0,59485
2021-04-28,4,0,62062
2021-04-28,5,0,63691
2021-04-28,6,0,63667
2021-04-28,7,0,64421
2021-04-28,8,0,64956
2021-04-28,9,0,67874
2021-04-28,10,186,66670
2021-04-28,11,186,68232
2021-04-28,12,186,67570
2021-04-28,13,186,67772
2021-04-28,14,186,67253
2021-04-28,15,186,64075
2021-04-28,16,186,62428
2021-04-28,17,186,62522
2021-04-28,18,186,62517
2021-04-28,19,183,61944
2021-04-28,20,1665,62226
2021-04-28,21,1665,64413
2021-04-28,22,1665,63160
2021-04-28,23,1665,63349
2021-04-28,24,1665,65209
2021-04-28,25,1665,66451
2021-04-28,26,1665,68455
2021-04-28,27,1665,69659
2021-04-28,28,1665,72082
2021-04-28,29,1665,75676
2021-04-28,30,1829,76746
2021-04-28,31,1829,77873
2021-04-28,32,1829,75380
2021-04-28,33,1829,74270
2021-04-28,34,1829,72502
2021-04-28,35,1829,69165
2021-04-28,36,1829,67595
2021-04-28,37,1829,66808
2021-04-28,38,1829,65655
2021-04-28,39,1824,65423
2021-04-28,40,1693,62945
2021-04-28,41,1693,62733
2021-04-28,42,1693,61423
2021-04-28,43,1693,59757
2021-04-28,44,1693,58979
2021-04-28,45,1693,59161
2021-04-28,46,1693,59741
2021-04-28,47,1693,62007
2021-04-28,48,1693,63282
2021-04-28,49,1693,66443
2021-04-28,50,2180,66474
2021-04-28,51,2180,65511
2021-04-28,52,2180,64370
2021-04-28,53,2180,63929
2021-04-28,54,2180,61687
2021-04-28,55,2180,60577
2021-04-28,56,2180,60949
2021-04-28,57,2180,62301
2021-04-28,58,2180,63515
2021-04-28,59,2184,63588
2021-04-28,60,1697,62398
2021-04-28,61,1697,60553
2021-04-28,62,1697,57907
2021-04-28,63,1697,56381
2021-04-28,64,1697,54768
2021-04-28,65,1697,53079
2021-04-28,66,1697,51169
2021-04-28,67,1697,49587
2021-04-28,68,1697,47065
2021-04-28,69,1696,46246
2021-04-28,70,594,45185
2021-04-28,71,594,44707
2021-04-28,72,594,43086
2021-04-28,73,594,42253
2021-04-28,74,594,41826
2021-04-28,75,594,37644
2021-04-28,76,594,32846
2021-04-28,77,594,29936
2021-04-28,78,594,26390
2021-04-28,79,600,26144
2021-04-28,80,226,26267
2021-04-28,81,226,24222
2021-04-28,82,226,20840
2021-04-28,83,226,18470
2021-04-28,84,226,16441
2021-04-28,85,226,14426
2021-04-28,86,226,12262
2021-04-28,87,226,11527
2021-04-28,88,226,9695
2021-04-28,89,225,8307
2021-04-28,90,851,32274
2021-05-05,0,0,58659
2021-05-05,1,0,57254
2021-05-05,2,0,59827
2021-05-05,3,0,59485
2021-05-05,4,0,62062
2021-05-05,5,0,63691
2021-05-05,6,0,63667
2021-05-05,7,0,64421
2021-05-05,8,0,64956
2021-05-05,9,0,67874
2021-05-05,10,255,66601
2021-05-05,11,255,68163
2021-05-05,12,255,67501
2021-05-05,13,255,67703
2021-05-05,14,255,67184
2021-05-05,15,255,64006
2021-05-05,16,255,62359
2021-05-05,17,255,62453
2021-05-05,18,255,62448
2021-05-05,19,258,61869
2021-05-05,20,2246,61645
2021-05-05,21,2246,63832
2021-05-05,22,2246,62579
2021-05-05,23,2246,62768
2021-05-05,24,2246,64628
2021-05-05,25,2246,65870
2021-05-05,26,2246,67874
2021-05-05,27,2246,69078
2021-05-05,28,2246,71501
2021-05-05,29,2247,75094
2021-05-05,30,2508,76067
2021-05-05,31,2508,77194
2021-05-05,32,2508,74701
2021-05-05,33,2508,73591
2021-05-05,34,2508,71823
2021-05-05,35,2508,68486
2021-05-05,36,2508,66916
2021-05-05,37,2508,66129
2021-05-05,38,2508,64976
2021-05-05,39,2505,64742
2021-05-05,40,2344,62294
2021-05-05,41,2344,62082
2021-05-05,42,2344,60772
2021-05-05,43,2344,59106
2021-05-05,44,2344,58328
2021-05-05,45,2344,58510
2021-05-05,46,2344,59090
2021-05-05,47,2344,61356
2021-05-05,48,2344,62631
2021-05-05,49,2345,65791
2021-05-05,50,3111,65543
2021-05-05,51,3111,64580
2021-05-05,52,3111,63439
2021-05-05,53,3111,62998
2021-05-05,54,3111,60756
2021-05-05,55,3111,59646
2021-05-05,56,3111,60018
2021-05-05,57,3111,61370
2021-05-05,58,3111,62584
2021-05-05,59,3113,62659
2021-05-05,60,2523,61572
2021-05-05,61,2523,59727
2021-05-05,62,2523,57081
2021-05-05,63,2523,55555
2021-05-05,64,2523,53942
2021-05-05,65,2523,52253
2021-05-05,66,2523,50343
2021-05-05,67,2523,48761
2021-05-05,68,2523,46239
2021-05-05,69,2523,45419
2021-05-05,70,1015,44764
2021-05-05,71,1015,44286
2021-05-05,72,1015,42665
2021-05-05,73,1015,41832
2021-05-05,74,1015,41405
2021-05-05,75,1015,37223
2021-05-05,76,1015,32425
2021-05-05,77,1015,29515
2021-05-05,78,1015,25969
2021-05-05,79,1016,25728
2021-05-05,80,465,26028
2021-05-05,81,465,23983
2021-05-05,82,465,20601
2021-05-05,83,465,18231
2021-05-05,84,465,16202
2021-05-05,85,465,14187
2021-05-05,86,465,12023
2021-05-05,87,465,11288
2021-05-05,88,465,9456
2021-05-05,89,469,8063
2021-05-05,90,1911,31214
2021-05-12,0,0,58659
2021-05-12,1,0,57254
2021-05-12,2,0,59827
2021-05-12,3,0,59485
2021-05-12,4,0,62062
2021-05-12,5,0,63691
2021-05-12,6,0,63667
2021-05-12,7,0,64421
2021-05-12,8,0,64956
2021-05-12,9,0,67874
2021-05-12,10,333,66523
2021-05-12,11,333,68085
2021-05-12,12,333,67423
2021-05-12,13,333,67625
2021-05-12,14,333,67106
2021-05-12,15,333,63928
2021-05-12,16,333,62281
2021-05-12,17,333,62375
2021-05-12,18,333,62370
2021-05-12,19,337,61790
2021-05-12,20,2771,61120
2021-05-12,21,2771,63307
2021-05-12,22,2771,62054
2021-05-12,23,2771,62243
2021-05-12,24,2771,64103
2021-05-12,25,2771,65345
2021-05-12,26,2771,67349
2021-05-12,27,2771,68553
2021-05-12,28,2771,70976
2021-05-12,29,2773,74568
2021-05-12,30,3116,75459
2021-05-12,31,3116,76586
2021-05-12,32,3116,74093
2021-05-12,33,3116,72983
2021-05-12,34,3116,71215
2021-05-12,35,3116,67878
2021-05-12,36,3116,66308
2021-05-12,37,3116,65521
2021-05-12,38,3116,64368
2021-05-12,39,3111,64136
2021-05-12,40,2938,61700
2021-05-12,41,2938,61488
2021-05-12,42,2938,60178
2021-05-12,43,2938,58512
2021-05-12,44,2938,57734
2021-05-12,45,2938,57916
2021-05-12,46,2938,58496
2021-05-12,47,2938,60762
2021-05-12,48,2938,62037
2021-05-12,49,2944,65192
2021-05-12,50,3932,64722
2021-05-12,51,3932,63759
2021-05-12,52,3932,62618
2021-05-12,53,3932,62177
2021-05-12,54,3932,59935
2021-05-12,55,3932,58825
2021-05-12,56,3932,59197
2021-05-12,57,3932,60549
2021-05-12,58,3932,61763
2021-05-12,59,3939,61833
2021-05-12,60,3549,60546
2021-05-12,61,3549,58701
2021-05-12,62,3549,56055
2021-05-12,63,3549,54529
2021-05-12,64,3549,52916
2021-05-12,65,3549,51227
2021-05-12,66,3549,49317
2021-05-12,67,3549,47735
2021-05-12,68,3549,45213
2021-05-12,69,3547,44395
2021-05-12,70,1923,43856
2021-05-12,71,1923,43378
2021-05-12,72,1923,41757
2021-05-12,73,1923,40924
2021-05-12,74,1923,40497
2021-05-12,75,1923,36315
2021-05-12,76,1923,31517
2021-05-12,77,1923,28607
2021-05-12,78,1923,25061
2021-05-12,79,1927,24817
2021-05-12,80,891,25602
2021-05-12,81,891,23557
2021-05-12,82,891,20175
2021-05-12,83,891,17805
2021-05-12,84,891,15776
2021-05-12,85,891,13761
2021-05-12,86,891,11597
2021-05-12,87,891,10862
2021-05-12,88,891,9030
2021-05-12,89,888,7644
2021-05-12,90,3231,29894
2021-05-19,0,0,58659
2021-05-19,1,0,57254
2021-05-19,2,0,59827
2021-05-19,3,0,59485
2021-05-19,4,0,62062
2021-05-19,5,0,63691
2021-05-19,6,0,63667
2021-05-19,7,0,64421
2021-05-19,8,0,64956
2021-05-19,9,0,67874
2021-05-19,10,395,66461
2021-05-19,11,395,68023
2021-05-19,12,395,67361
2021-05-19,13,395,67563
2021-05-19,14,395,67044
2021-05-19,15,395,63866
2021-05-19,16,395,62219
2021-05-19,17,395,62313
2021-05-19,18,395,62308
2021-05-19,19,398,61729
2021-05-19,20,3232,60659
2021-05-19,21,3232,62846
2021-05-19,22,3232,61593
2021-05-19,23,3232,61782
2021-05-19,24,3232,63642
2021-05-19,25,3232,64884
2021-05-19,26,3232,66888
2021-05-19,27,3232,68092
2021-05-19,28,3232,70515
2021-05-19,29,3228,74113
2021-05-19,30,3666,74909
2021-05-19,31,3666,76036
2021-05-19,32,3666,73543
2021-05-19,33,3666,72433
2021-05-19,34,3666,70665
2021-05-19,35,3666,67328
2021-05-19,36,3666,65758
2021-05-19,37,3666,64971
2021-05-19,38,3666,63818
2021-05-19,39,3664,63583
2021-05-19,40,3478,61160
2021-05-19,41,3478,60948
2021-05-19,42,3478,59638
2021-05-19,43,3478,57972
2021-05-19,44,3478,57194
2021-05-19,45,3478,57376
2021-05-19,46,3478,57956
2021-05-19,47,3478,60222
2021-05-19,48,3478,61497
2021-05-19,49,3477,64659
2021-05-19,50,4693,63961
2021-05-19,51,4693,62998
2021-05-19,52,4693,61857
2021-05-19,53,4693,61416
2021-05-19,54,4693,59174
2021-05-19,55,4693,58064
2021-05-19,56,4693,58436
2021-05-19,57,4693,59788
2021-05-19,58,4693,61002
2021-05-19,59,4692,61080
2021-05-19,60,4627,59468
2021-05-19,61,4627,57623
2021-05-19,62,4627,54977
2021-05-19,63,4627,53451
2021-05-19,64,4627,51838
2021-05-19,65,4627,50149
2021-05-19,66,4627,48239
2021-05-19,67,4627,46657
2021-05-19,68,4627,44135
2021-05-19,69,4624,43318
2021-05-19,70,3044,42735
2021-05-19,71,3044,42257
2021-05-19,72,3044,40636
2021-05-19,73,3044,39803
2021-05-19,74,3044,39376
2021-05-19,75,3044,35194
2021-05-19,76,3044,30396
2021-05-19,77,3044,27486
2021-05-19,78,3044,23940
2021-05-19,79,3050,23694
2021-05-19,80,1429,25064
2021-05-19,81,1429,23019
2021-05-19,82,1429,19637
2021-05-19,83,1429,17267
2021-05-19,84,1429,15238
2021-05-19,85,1429,13223
2021-05-19,86,1429,11059
2021-05-19,87,1429,10324
2021-05-19,88,1429,8492
2021-05-19,89,1428,7104
2021-05-19,90,4852,28273
2021-05-26,0,0,58659
2021-05-26,1,0,57254
2021-05-26,2,0,59827
2021-05-26,3,0,59485
2021-05-26,4,0,62062
2021-05-26,5,0,63691
2021-05-26,6,0,63667
2021-05-26,7,0,64421
2021-05-26,8,0,64956
2021-05-26,9,0,67874
2021-05-26,10,464,66392
2021-05-26,11,464,67954
2021-05-26,12,464,67292
2021-05-26,13,464,67494
2021-05-26,14,464,66975
2021-05-26,15,464,63797
2021-05-26,16,464,62150
2021-05-26,17,464,62244
2021-05-26,18,464,62239
2021-05-26,19,462,61665
2021-05-26,20,3598,60293
2021-05-26,21,3598,62480
2021-05-26,22,3598,61227
2021-05-26,23,3598,61416
2021-05-26,24,3598,63276
2021-05-26,25,3598,64518
2021-05-26,26,3598,66522
2021-05-26,27,3598,67726
2021-05-26,28,3598,70149
2021-05-26,29,3601,73740
2021-05-26,30,4087,74488
2021-05-26,31,4087,75615
2021-05-26,32,4087,73122
2021-05-26,33,4087,72012
2021-05-26,34,4087,70244
2021-05-26,35,4087,66907
2021-05-26,36,4087,65337
2021-05-26,37,4087,64550
2021-05-26,38,4087,63397
2021-05-26,39,4085,63162
2021-05-26,40,3876,60762
2021-05-26,41,3876,60550
2021-05-26,42,3876,59240
2021-05-26,43,3876,57574
2021-05-26,44,3876,56796
2021-05-26,45,3876,56978
2021-05-26,46,3876,57558
2021-05-26,47,3876,59824
2021-05-26,48,3876,61099
2021-05-26,49,3876,64260
2021-05-26,50,5272,63382
2021-05-26,51,5272,62419
2021-05-26,52,5272,61278
2021-05-26,53,5272,60837
2021-05-26,54,5272,58595
2021-05-26,55,5272,57485
2021-05-26,56,5272,57857
2021-05-26,57,5272,59209
2021-05-26,58,5272,60423
2021-05-26,59,5274,60498
2021-05-26,60,5615,58480
2021-05-26,61,5615,56635
2021-05-26,62,5615,53989
2021-05-26,63,5615,52463
2021-05-26,64,5615,50850
2021-05-26,65,5615,49161
2021-05-26,66,5615,47251
2021-05-26,67,5615,45669
2021-05-26,68,5615,43147
2021-05-26,69,5614,42328
2021-05-26,70,4294,41485
2021-05-26,71,4294,41007
2021-05-26,72,4294,39386
2021-05-26,73,4294,38553
2021-05-26,74,4294,38126
2021-05-26,75,4294,33944
2021-05-26,76,4294,29146
2021-05-26,77,4294,26236
2021-05-26,78,4294,22690
2021-05-26,79,4296,22448
2021-05-26,80,2121,24372
2021-05-26,81,2121,22327
2021-05-26,82,2121,18945
2021-05-26,83,2121,16575
2021-05-26,84,2121,14546
2021-05-26,85,2121,12531
2021-05-26,86,2121,10367
2021-05-26,87,2121,9632
2021-05-26,88,2121,7800
2021-05-26,89,2117,6415
2021-05-26,90,6762,26363
2021-06-02,0,0,58659
2021-06-02,1,0,57254
2021-06-02,2,0,59827
2021-06-02,3,0,59485
2021-06-02,4,0,62062
2021-06-02,5,0,63691
2021-06-02,6,0,63667
2021-06-02,7,0,64421
2021-06-02,8,0,64956
2021-06-02,9,0,67874
2021-06-02,10,535,66321
2021-06-02,11,535,67883
2021-06-02,12,535,67221
2021-06-02,13,535,67423
2021-06-02,14,535,66904
2021-06-02,15,535,63726
2021-06-02,16,535,62079
2021-06-02,17,535,62173
2021-06-02,18,535,62168
2021-06-02,19,539,61588
2021-06-02,20,3934,59957
2021-06-02,21,3934,62144
2021-06-02,22,3934,60891
2021-06-02,23,3934,61080
2021-06-02,24,3934,62940
2021-06-02,25,3934,64182
2021-06-02,26,3934,66186
2021-06-02,27,3934,67390
2021-06-02,28,3934,69813
2021-06-02,29,3932,73409
2021-06-02,30,4493,74082
2021-06-02,31,4493,75209
2021-06-02,32,4493,72716
2021-06-02,33,4493,71606
2021-06-02,34,4493,69838
2021-06-02,35,4493,66501
2021-06-02,36,4493,64931
2021-06-02,37,4493,64144
2021-06-02,38,4493,62991
2021-06-02,39,4494,62753
2021-06-02,40,4303,60335
2021-06-02,41,4303,60123
2021-06-02,42,4303,58813
2021-06-02,43,4303,57147
2021-06-02,44,4303,56369
2021-06-02,45,4303,56551
2021-06-02,46,4303,57131
2021-06-02,47,4303,59397
2021-06-02,48,4303,60672
2021-06-02,49,4311,63825
2021-06-02,50,5923,62731
2021-06-02,51,5923,61768
2021-06-02,52,5923,60627
2021-06-02,53,5923,60186
2021-06-02,54,5923,57944
2021-06-02,55,5923,56834
2021-06-02,56,5923,57206
2021-06-02,57,5923,58558
2021-06-02,58,5923,59772
2021-06-02,59,5929,59843
2021-06-02,60,6960,57135
2021-06-02,61,6960,55290
2021-06-02,62,6960,52644
2021-06-02,63,6960,51118
2021-06-02,64,6960,49505
2021-06-02,65,6960,47816
2021-06-02,66,6960,45906
2021-06-02,67,6960,44324
2021-06-02,68,6960,41802
2021-06-02,69,6956,40986
2021-06-02,70,6139,39640
2021-06-02,71,6139,39162
2021-06-02,72,6139,37541
2021-06-02,73,6139,36708
2021-06-02,74,6139,36281
2021-06-02,75,6139,32099
2021-06-02,76,6139,27301
2021-06-02,77,6139,24391
2021-06-02,78,6139,20845
2021-06-02,79,6143,20601
2021-06-02,80,2967,23526
2021-06-02,81,2967,21481
2021-06-02,82,2967,18099
2021-06-02,83,2967,15729
2021-06-02,84,2967,13700
2021-06-02,85,2967,11685
2021-06-02,86,2967,9521
2021-06-02,87,2967,8786
2021-06-02,88,2967,6954
2021-06-02,89,2968,5564
2021-06-02,90,8938,24187
2021-06-09,0,0,58659
2021-06-09,1,0,57254
2021-06-09,2,0,59827
2021-06-09,3,0,59485
2021-06-09,4,0,62062
2021-06-09,5,0,63691
2021-06-09,6,0,63667
2021-06-09,7,0,64421
2021-06-09,8,0,64956
2021-06-09,9,0,67874
2021-06-09,10,596,66260
2021-06-09,11,596,67822
2021-06-09,12,596,67160
2021-06-09,13,596,67362
2021-06-09,14,596,66843
2021-06-09,15,596,63665
2021-06-09,16,596,62018
2021-06-09,17,596,62112
2021-06-09,18,596,62107
2021-06-09,19,600,61527
2021-06-09,20,4237,59654
2021-06-09,21,4237,61841
2021-06-09,22,4237,60588
2021-06-09,23,4237,60777
2021-06-09,24,4237,62637
2021-06-09,25,4237,63879
2021-06-09,26,4237,65883
2021-06-09,27,4237,67087
2021-06-09,28,4237,69510
2021-06-09,29,4234,73107
2021-06-09,30,4875,73700
2021-06-09,31,4875,74827
2021-06-09,32,4875,72334
2021-06-09,33,4875,71224
2021-06-09,34,4875,69456
2021-06-09,35,4875,66119
2021-06-09,36,4875,64549
2021-06-09,37,4875,63762
2021-06-09,38,4875,62609
2021-06-09,39,4873,62374
2021-06-09,40,4701,59937
2021-06-09,41,4701,59725
2021-06-09,42,4701,58415
2021-06-09,43,4701,56749
2021-06-09,44,4701,55971
2021-06-09,45,4701,56153
2021-06-09,46,4701,56733
2021-06-09,47,4701,58999
2021-06-09,48,4701,60274
2021-06-09,49,4708,63428
2021-06-09,50,6571,62083
2021-06-09,51,6571,61120
2021-06-09,52,6571,59979
2021-06-09,53,6571,59538
2021-06-09,54,6571,57296
2021-06-09,55,6571,56186
2021-06-09,56,6571,56558
2021-06-09,57,6571,57910
2021-06-09,58,6571,59124
2021-06-09,59,6576,59196
2021-06-09,60,8509,55586
2021-06-09,61,8509,53741
2021-06-09,62,8509,51095
2021-06-09,63,8509,49569
2021-06-09,64,8509,47956
2021-06-09,65,8509,46267
2021-06-09,66,8509,44357
2021-06-09,67,8509,42775
2021-06-09,68,8509,40253
2021-06-09,69,8509,39433
2021-06-09,70,8238,37541
2021-06-09,71,8238,37063
2021-06-09,72,8238,35442
2021-06-09,73,8238,34609
2021-06-09,74,8238,34182
2021-06-09,75,8238,30000
2021-06-09,76,8238,25202
2021-06-09,77,8238,22292
2021-06-09,78,8238,18746
2021-06-09,79,8240,18504
2021-06-09,80,3905,22588
2021-06-09,81,3905,20543
2021-06-09,82,3905,17161
2021-06-09,83,3905,14791
2021-06-09,84,3905,12762
2021-06-09,85,3905,10747
2021-06-09,86,3905,8583
2021-06-09,87,3905,7848
2021-06-09,88,3905,6016
2021-06-09,89,3904,4628
2021-06-09,90,11325,21800
2021-06-16,0,0,58659
2021-06-16,1,0,57254
2021-06-16,2,0,59827
2021-06-16,3,0,59485
2021-06-16,4,0,62062
2021-06-16,5,0,63691
2021-06-16,6,0,63667
2021-06-16,7,0,64421
2021-06-16,8,0,64956
2021-06-16,9,0,67874
2021-06-16,10,666,66190
2021-06-16,11,666,67752
2021-06-16,12,666,67090
2021-06-16,13,666,67292
2021-06-16,14,666,66773
2021-06-16,15,666,63595
2021-06-16,16,666,61948
2021-06-16,17,666,62042
2021-06-16,18,666,62037
2021-06-16,19,667,61460
2021-06-16,20,4555,59336
2021-06-16,21,4555,61523
2021-06-16,22,4555,60270
2021-06-16,23,4555,60459
2021-06-16,24,4555,62319
2021-06-16,25,4555,63561
2021-06-16,26,4555,65565
2021-06-16,27,4555,66769
2021-06-16,28,4555,69192
2021-06-16,29,4556,72785
2021-06-16,30,5290,73285
2021-06-16,31,5290,74412
2021-06-16,32,5290,71919
2021-06-16,33,5290,70809
2021-06-16,34,5290,69041
2021-06-16,35,5290,65704
2021-06-16,36,5290,64134
2021-06-16,37,5290,63347
2021-06-16,38,5290,62194
2021-06-16,39,5290,61957
2021-06-16,40,5150,59488
2021-06-16,41,5150,59276
2021-06-16,42,5150,57966
2021-06-16,43,5150,56300
2021-06-16,44,5150,55522
2021-06-16,45,5150,55704
2021-06-16,46,5150,56284
2021-06-16,47,5150,58550
2021-06-16,48,5150,59825
2021-06-16,49,5154,62982
2021-06-16,50,7374,61280
2021-06-16,51,7374,60317
2021-06-16,52,7374,59176
2021-06-16,53,7374,58735
2021-06-16,54,7374,56493
2021-06-16,55,7374,55383
2021-06-16,56,7374,55755
2021-06-16,57,7374,57107
2021-06-16,58,7374,58321
2021-06-16,59,7375,58397
2021-06-16,60,10137,53958
2021-06-16,61,10137,52113
2021-06-16,62,10137,49467
2021-06-16,63,10137,47941
2021-06-16,64,10137,46328
2021-06-16,65,10137,44639
2021-06-16,66,10137,42729
2021-06-16,67,10137,41147
2021-06-16,68,10137,38625
2021-06-16,69,10131,37811
2021-06-16,70,10239,35540
2021-06-16,71,10239,35062
2021-06-16,72,10239,33441
2021-06-16,73,10239,32608
2021-06-16,74,10239,32181
2021-06-16,75,10239,27999
2021-06-16,76,10239,23201
2021-06-16,77,10239,20291
2021-06-16,78,10239,16745
2021-06-16,79,10237,16507
2021-06-16,80,4849,21644
2021-06-16,81,4849,19599
2021-06-16,82,4849,16217
2021-06-16,83,4849,13847
2021-06-16,84,4849,11818
2021-06-16,85,4849,9803
2021-06-16,86,4849,7639
2021-06-16,87,4849,6904
2021-06-16,88,4849,5072
2021-06-16,89,4847,3685
2021-06-16,90,13578,19547
2021-06-23,0,0,58659
2021-06-23,1,0,57254
2021-06-23,2,0,59827
2021-06-23,3,0,59485
2021-06-23,4,0,62062
2021-06-23,5,0,63691
2021-06-23,6,0,63667
2021-06-23,7,0,64421
2021-06-23,8,0,64956
2021-06-23,9,0,67874
2021-06-23,10,749,66107
2021-06-23,11,749,67669
2021-06-23,12,749,67007
2021-06-23,13,749,67209
2021-06-23,14,749,66690
2021-06-23,15,749,63512
2021-06-23,16,749,61865
2021-06-23,17,749,61959
2021-06-23,18,749,61954
2021-06-23,19,748,61379
2021-06-23,20,4912,58979
2021-06-23,21,4912,61166
2021-06-23,22,4912,59913
2021-06-23,23,4912,60102
2021-06-23,24,4912,61962
2021-06-23,25,4912,63204
2021-06-23,26,4912,65208
2021-06-23,27,4912,66412
2021-06-23,28,4912,68835
2021-06-23,29,4910,72431
2021-06-23,30,5753,72822
2021-06-23,31,5753,73949
2021-06-23,32,5753,71456
2021-06-23,33,5753,70346
2021-06-23,34,5753,68578
2021-06-23,35,5753,65241
2021-06-23,36,5753,63671
2021-06-23,37,5753,62884
2021-06-23,38,5753,61731
2021-06-23,39,5756,61491
2021-06-23,40,5643,58995
2021-06-23,41,5643,58783
2021-06-23,42,5643,57473
