Date,Age,Ever Vaccinated,Never Vaccinated
2021-06-23,43,5643,55807
2021-06-23,44,5643,55029
2021-06-23,45,5643,55211
2021-06-23,46,5643,55791
2021-06-23,47,5643,58057
2021-06-23,48,5643,59332
2021-06-23,49,5645,62491
2021-06-23,50,8225,60429
2021-06-23,51,8225,59466
2021-06-23,52,8225,58325
2021-06-23,53,8225,57884
2021-06-23,54,8225,55642
2021-06-23,55,8225,54532
2021-06-23,56,8225,54904
2021-06-23,57,8225,56256
2021-06-23,58,8225,57470
2021-06-23,59,8231,57541
2021-06-23,60,11893,52202
2021-06-23,61,11893,50357
2021-06-23,62,11893,47711
2021-06-23,63,11893,46185
2021-06-23,64,11893,44572
2021-06-23,65,11893,42883
2021-06-23,66,11893,40973
2021-06-23,67,11893,39391
2021-06-23,68,11893,36869
2021-06-23,69,11888,36054
2021-06-23,70,12259,33520
2021-06-23,71,12259,33042
2021-06-23,72,12259,31421
2021-06-23,73,12259,30588
2021-06-23,74,12259,30161
2021-06-23,75,12259,25979
2021-06-23,76,12259,21181
2021-06-23,77,12259,18271
2021-06-23,78,12259,14725
2021-06-23,79,12261,14483
2021-06-23,80,5718,20775
2021-06-23,81,5718,18730
2021-06-23,82,5718,15348
2021-06-23,83,5718,12978
2021-06-23,84,5718,10949
2021-06-23,85,5718,8934
2021-06-23,86,5718,6770
2021-06-23,87,5718,6035
2021-06-23,88,5718,4203
2021-06-23,89,5713,2819
2021-06-23,90,15314,17811
2021-06-30,0,0,58659
2021-06-30,1,0,57254
2021-06-30,2,0,59827
2021-06-30,3,0,59485
2021-06-30,4,0,62062
2021-06-30,5,0,63691
2021-06-30,6,0,63667
2021-06-30,7,0,64421
2021-06-30,8,0,64956
2021-06-30,9,0,67874
2021-06-30,10,838,66018
2021-06-30,11,838,67580
2021-06-30,12,838,66918
2021-06-30,13,838,67120
2021-06-30,14,838,66601
2021-06-30,15,838,63423
2021-06-30,16,838,61776
2021-06-30,17,838,61870
2021-06-30,18,838,61865
2021-06-30,19,844,61283
2021-06-30,20,5270,58621
2021-06-30,21,5270,60808
2021-06-30,22,5270,59555
2021-06-30,23,5270,59744
2021-06-30,24,5270,61604
2021-06-30,25,5270,62846
2021-06-30,26,5270,64850
2021-06-30,27,5270,66054
2021-06-30,28,5270,68477
2021-06-30,29,5272,72069
2021-06-30,30,6215,72360
2021-06-30,31,6215,73487
2021-06-30,32,6215,70994
2021-06-30,33,6215,69884
2021-06-30,34,6215,68116
2021-06-30,35,6215,64779
2021-06-30,36,6215,63209
2021-06-30,37,6215,62422
2021-06-30,38,6215,61269
2021-06-30,39,6218,61029
2021-06-30,40,6141,58497
2021-06-30,41,6141,58285
2021-06-30,42,6141,56975
2021-06-30,43,6141,55309
2021-06-30,44,6141,54531
2021-06-30,45,6141,54713
2021-06-30,46,6141,55293
2021-06-30,47,6141,57559
2021-06-30,48,6141,58834
2021-06-30,49,6147,61989
2021-06-30,50,9115,59539
2021-06-30,51,9115,58576
2021-06-30,52,9115,57435
2021-06-30,53,9115,56994
2021-06-30,54,9115,54752
2021-06-30,55,9115,53642
2021-06-30,56,9115,54014
2021-06-30,57,9115,55366
2021-06-30,58,9115,56580
2021-06-30,59,9116,56656
2021-06-30,60,13588,50507
2021-06-30,61,13588,48662
2021-06-30,62,13588,46016
2021-06-30,63,13588,44490
2021-06-30,64,13588,42877
2021-06-30,65,13588,41188
2021-06-30,66,13588,39278
2021-06-30,67,13588,37696
2021-06-30,68,13588,35174
2021-06-30,69,13588,34354
2021-06-30,70,14032,31747
2021-06-30,71,14032,31269
2021-06-30,72,14032,29648
2021-06-30,73,14032,28815
2021-06-30,74,14032,28388
2021-06-30,75,14032,24206
2021-06-30,76,14032,19408
2021-06-30,77,14032,16498
2021-06-30,78,14032,12952
2021-06-30,79,14036,12708
2021-06-30,80,6534,19959
2021-06-30,81,6534,17914
2021-06-30,82,6534,14532
2021-06-30,83,6534,12162
2021-06-30,84,6534,10133
2021-06-30,85,6534,8118
2021-06-30,86,6534,5954
2021-06-30,87,6534,5219
2021-06-30,88,6534,3387
2021-06-30,89,6538,1994
2021-06-30,90,16693,16432
2021-07-07,0,0,58659
2021-07-07,1,0,57254
2021-07-07,2,0,59827
2021-07-07,3,0,59485
2021-07-07,4,0,62062
2021-07-07,5,0,63691
2021-07-07,6,0,63667
2021-07-07,7,0,64421
2021-07-07,8,0,64956
2021-07-07,9,0,67874
2021-07-07,10,925,65931
2021-07-07,11,925,67493
2021-07-07,12,925,66831
2021-07-07,13,925,67033
2021-07-07,14,925,66514
2021-07-07,15,925,63336
2021-07-07,16,925,61689
2021-07-07,17,925,61783
2021-07-07,18,925,61778
2021-07-07,19,924,61203
2021-07-07,20,5589,58302
2021-07-07,21,5589,60489
2021-07-07,22,5589,59236
2021-07-07,23,5589,59425
2021-07-07,24,5589,61285
2021-07-07,25,5589,62527
2021-07-07,26,5589,64531
2021-07-07,27,5589,65735
2021-07-07,28,5589,68158
2021-07-07,29,5584,71757
2021-07-07,30,6619,71956
2021-07-07,31,6619,73083
2021-07-07,32,6619,70590
2021-07-07,33,6619,69480
2021-07-07,34,6619,67712
2021-07-07,35,6619,64375
2021-07-07,36,6619,62805
2021-07-07,37,6619,62018
2021-07-07,38,6619,60865
2021-07-07,39,6618,60629
2021-07-07,40,6626,58012
2021-07-07,41,6626,57800
2021-07-07,42,6626,56490
2021-07-07,43,6626,54824
2021-07-07,44,6626,54046
2021-07-07,45,6626,54228
2021-07-07,46,6626,54808
2021-07-07,47,6626,57074
2021-07-07,48,6626,58349
2021-07-07,49,6628,61508
2021-07-07,50,9927,58727
2021-07-07,51,9927,57764
2021-07-07,52,9927,56623
2021-07-07,53,9927,56182
2021-07-07,54,9927,53940
2021-07-07,55,9927,52830
2021-07-07,56,9927,53202
2021-07-07,57,9927,54554
2021-07-07,58,9927,55768
2021-07-07,59,9926,55846
2021-07-07,60,15221,48874
2021-07-07,61,15221,47029
2021-07-07,62,15221,44383
2021-07-07,63,15221,42857
2021-07-07,64,15221,41244
2021-07-07,65,15221,39555
2021-07-07,66,15221,37645
2021-07-07,67,15221,36063
2021-07-07,68,15221,33541
2021-07-07,69,15219,32723
2021-07-07,70,15695,30084
2021-07-07,71,15695,29606
2021-07-07,72,15695,27985
2021-07-07,73,15695,27152
2021-07-07,74,15695,26725
2021-07-07,75,15695,22543
2021-07-07,76,15695,17745
2021-07-07,77,15695,14835
2021-07-07,78,15695,11289
2021-07-07,79,15692,11052
2021-07-07,80,7381,19112
2021-07-07,81,7381,17067
2021-07-07,82,7381,13685
2021-07-07,83,7381,11315
2021-07-07,84,7381,9286
2021-07-07,85,7381,7271
2021-07-07,86,7381,5107
2021-07-07,87,7381,4372
2021-07-07,88,7381,2540
2021-07-07,89,7376,1156
2021-07-07,90,18040,15085
2021-07-14,0,0,58659
2021-07-14,1,0,57254
2021-07-14,2,0,59827
2021-07-14,3,0,59485
2021-07-14,4,0,62062
2021-07-14,5,0,63691
2021-07-14,6,0,63667
2021-07-14,7,0,64421
2021-07-14,8,0,64956
2021-07-14,9,0,67874
2021-07-14,10,1020,65836
2021-07-14,11,1020,67398
2021-07-14,12,1020,66736
2021-07-14,13,1020,66938
2021-07-14,14,1020,66419
2021-07-14,15,1020,63241
2021-07-14,16,1020,61594
2021-07-14,17,1020,61688
2021-07-14,18,1020,61683
2021-07-14,19,1022,61105
2021-07-14,20,5979,57912
2021-07-14,21,5979,60099
2021-07-14,22,5979,58846
2021-07-14,23,5979,59035
2021-07-14,24,5979,60895
2021-07-14,25,5979,62137
2021-07-14,26,5979,64141
2021-07-14,27,5979,65345
2021-07-14,28,5979,67768
2021-07-14,29,5975,71366
2021-07-14,30,7134,71441
2021-07-14,31,7134,72568
2021-07-14,32,7134,70075
2021-07-14,33,7134,68965
2021-07-14,34,7134,67197
2021-07-14,35,7134,63860
2021-07-14,36,7134,62290
2021-07-14,37,7134,61503
2021-07-14,38,7134,60350
2021-07-14,39,7136,60111
2021-07-14,40,7223,57415
2021-07-14,41,7223,57203
2021-07-14,42,7223,55893
2021-07-14,43,7223,54227
2021-07-14,44,7223,53449
2021-07-14,45,7223,53631
2021-07-14,46,7223,54211
2021-07-14,47,7223,56477
2021-07-14,48,7223,57752
2021-07-14,49,7227,60909
2021-07-14,50,10947,57707
2021-07-14,51,10947,56744
2021-07-14,52,10947,55603
2021-07-14,53,10947,55162
2021-07-14,54,10947,52920
2021-07-14,55,10947,51810
2021-07-14,56,10947,52182
2021-07-14,57,10947,53534
2021-07-14,58,10947,54748
2021-07-14,59,10950,54822
2021-07-14,60,16978,47117
2021-07-14,61,16978,45272
2021-07-14,62,16978,42626
2021-07-14,63,16978,41100
2021-07-14,64,16978,39487
2021-07-14,65,16978,37798
2021-07-14,66,16978,35888
2021-07-14,67,16978,34306
2021-07-14,68,16978,31784
2021-07-14,69,16975,30967
2021-07-14,70,17559,28220
2021-07-14,71,17559,27742
2021-07-14,72,17559,26121
2021-07-14,73,17559,25288
2021-07-14,74,17559,24861
2021-07-14,75,17559,20679
2021-07-14,76,17559,15881
2021-07-14,77,17559,12971
2021-07-14,78,17559,9425
2021-07-14,79,17561,9183
2021-07-14,80,8095,18398
2021-07-14,81,8095,16353
2021-07-14,82,8095,12971
2021-07-14,83,8095,10601
2021-07-14,84,8095,8572
2021-07-14,85,8095,6557
2021-07-14,86,8095,4393
2021-07-14,87,8095,3658
2021-07-14,88,8095,1826
2021-07-14,89,8091,441
2021-07-14,90,19188,13937
2021-07-21,0,0,58659
2021-07-21,1,0,57254
2021-07-21,2,0,59827
2021-07-21,3,0,59485
2021-07-21,4,0,62062
2021-07-21,5,0,63691
2021-07-21,6,0,63667
2021-07-21,7,0,64421
2021-07-21,8,0,64956
2021-07-21,9,0,67874
2021-07-21,10,1148,65708
2021-07-21,11,1148,67270
2021-07-21,12,1148,66608
2021-07-21,13,1148,66810
2021-07-21,14,1148,66291
2021-07-21,15,1148,63113
2021-07-21,16,1148,61466
2021-07-21,17,1148,61560
2021-07-21,18,1148,61555
2021-07-21,19,1154,60973
2021-07-21,20,6491,57400
2021-07-21,21,6491,59587
2021-07-21,22,6491,58334
2021-07-21,23,6491,58523
2021-07-21,24,6491,60383
2021-07-21,25,6491,61625
2021-07-21,26,6491,63629
2021-07-21,27,6491,64833
2021-07-21,28,6491,67256
2021-07-21,29,6489,70852
2021-07-21,30,7842,70733
2021-07-21,31,7842,71860
2021-07-21,32,7842,69367
2021-07-21,33,7842,68257
2021-07-21,34,7842,66489
2021-07-21,35,7842,63152
2021-07-21,36,7842,61582
2021-07-21,37,7842,60795
2021-07-21,38,7842,59642
2021-07-21,39,7842,59405
2021-07-21,40,8104,56534
2021-07-21,41,8104,56322
2021-07-21,42,8104,55012
2021-07-21,43,8104,53346
2021-07-21,44,8104,52568
2021-07-21,45,8104,52750
2021-07-21,46,8104,53330
2021-07-21,47,8104,55596
2021-07-21,48,8104,56871
2021-07-21,49,8110,60026
2021-07-21,50,12329,56325
2021-07-21,51,12329,55362
2021-07-21,52,12329,54221
2021-07-21,53,12329,53780
2021-07-21,54,12329,51538
2021-07-21,55,12329,50428
2021-07-21,56,12329,50800
2021-07-21,57,12329,52152
2021-07-21,58,12329,53366
2021-07-21,59,12331,53441
2021-07-21,60,19084,45011
2021-07-21,61,19084,43166
2021-07-21,62,19084,40520
2021-07-21,63,19084,38994
2021-07-21,64,19084,37381
2021-07-21,65,19084,35692
2021-07-21,66,19084,33782
2021-07-21,67,19084,32200
2021-07-21,68,19084,29678
2021-07-21,69,19083,28859
2021-07-21,70,19547,26232
2021-07-21,71,19547,25754
2021-07-21,72,19547,24133
2021-07-21,73,19547,23300
2021-07-21,74,19547,22873
2021-07-21,75,19547,18691
2021-07-21,76,19547,13893
2021-07-21,77,19547,10983
2021-07-21,78,19547,7437
2021-07-21,79,19544,7200
2021-07-21,80,8805,17688
2021-07-21,81,8805,15643
2021-07-21,82,8805,12261
2021-07-21,83,8805,9891
2021-07-21,84,8805,7862
2021-07-21,85,8805,5847
2021-07-21,86,8805,3683
2021-07-21,87,8805,2948
2021-07-21,88,8805,1116
2021-07-21,89,8804,-272
2021-07-21,90,20256,12869
2021-07-28,0,0,58659
2021-07-28,1,0,57254
2021-07-28,2,0,59827
2021-07-28,3,0,59485
2021-07-28,4,0,62062
2021-07-28,5,0,63691
2021-07-28,6,0,63667
2021-07-28,7,0,64421
2021-07-28,8,0,64956
2021-07-28,9,0,67874
2021-07-28,10,1385,65471
2021-07-28,11,1385,67033
2021-07-28,12,1385,66371
2021-07-28,13,1385,66573
2021-07-28,14,1385,66054
2021-07-28,15,1385,62876
2021-07-28,16,1385,61229
2021-07-28,17,1385,61323
2021-07-28,18,1385,61318
2021-07-28,19,1389,60738
2021-07-28,20,7266,56625
2021-07-28,21,7266,58812
2021-07-28,22,7266,57559
2021-07-28,23,7266,57748
2021-07-28,24,7266,59608
2021-07-28,25,7266,60850
2021-07-28,26,7266,62854
2021-07-28,27,7266,64058
2021-07-28,28,7266,66481
2021-07-28,29,7263,70078
2021-07-28,30,8970,69605
2021-07-28,31,8970,70732
2021-07-28,32,8970,68239
2021-07-28,33,8970,67129
2021-07-28,34,8970,65361
2021-07-28,35,8970,62024
2021-07-28,36,8970,60454
2021-07-28,37,8970,59667
2021-07-28,38,8970,58514
2021-07-28,39,8973,58274
2021-07-28,40,9726,54912
2021-07-28,41,9726,54700
2021-07-28,42,9726,53390
2021-07-28,43,9726,51724
2021-07-28,44,9726,50946
2021-07-28,45,9726,51128
2021-07-28,46,9726,51708
2021-07-28,47,9726,53974
2021-07-28,48,9726,55249
2021-07-28,49,9726,58410
2021-07-28,50,14597,54057
2021-07-28,51,14597,53094
2021-07-28,52,14597,51953
2021-07-28,53,14597,51512
2021-07-28,54,14597,49270
2021-07-28,55,14597,48160
2021-07-28,56,14597,48532
2021-07-28,57,14597,49884
2021-07-28,58,14597,51098
2021-07-28,59,14600,51172
2021-07-28,60,22356,41739
2021-07-28,61,22356,39894
2021-07-28,62,22356,37248
2021-07-28,63,22356,35722
2021-07-28,64,22356,34109
2021-07-28,65,22356,32420
2021-07-28,66,22356,30510
2021-07-28,67,22356,28928
2021-07-28,68,22356,26406
2021-07-28,69,22350,25592
2021-07-28,70,22430,23349
2021-07-28,71,22430,22871
2021-07-28,72,22430,21250
2021-07-28,73,22430,20417
2021-07-28,74,22430,19990
2021-07-28,75,22430,15808
2021-07-28,76,22430,11010
2021-07-28,77,22430,8100
2021-07-28,78,22430,4554
2021-07-28,79,22433,4311
2021-07-28,80,9925,16568
2021-07-28,81,9925,14523
2021-07-28,82,9925,11141
2021-07-28,83,9925,8771
2021-07-28,84,9925,6742
2021-07-28,85,9925,4727
2021-07-28,86,9925,2563
2021-07-28,87,9925,1828
2021-07-28,88,9925,-4
2021-07-28,89,9929,-1397
2021-07-28,90,22114,11011
2021-08-04,0,0,58659
2021-08-04,1,0,57254
2021-08-04,2,0,59827
2021-08-04,3,0,59485
2021-08-04,4,0,62062
2021-08-04,5,0,63691
2021-08-04,6,0,63667
2021-08-04,7,0,64421
2021-08-04,8,0,64956
2021-08-04,9,0,67874
2021-08-04,10,1756,65100
2021-08-04,11,1756,66662
2021-08-04,12,1756,66000
2021-08-04,13,1756,66202
2021-08-04,14,1756,65683
2021-08-04,15,1756,62505
2021-08-04,16,1756,60858
2021-08-04,17,1756,60952
2021-08-04,18,1756,60947
2021-08-04,19,1757,60370
2021-08-04,20,8653,55238
2021-08-04,21,8653,57425
2021-08-04,22,8653,56172
2021-08-04,23,8653,56361
2021-08-04,24,8653,58221
2021-08-04,25,8653,59463
2021-08-04,26,8653,61467
2021-08-04,27,8653,62671
2021-08-04,28,8653,65094
2021-08-04,29,8655,68686
2021-08-04,30,10947,67628
2021-08-04,31,10947,68755
2021-08-04,32,10947,66262
2021-08-04,33,10947,65152
2021-08-04,34,10947,63384
2021-08-04,35,10947,60047
2021-08-04,36,10947,58477
2021-08-04,37,10947,57690
2021-08-04,38,10947,56537
2021-08-04,39,10943,56304
2021-08-04,40,12463,52175
2021-08-04,41,12463,51963
2021-08-04,42,12463,50653
2021-08-04,43,12463,48987
2021-08-04,44,12463,48209
2021-08-04,45,12463,48391
2021-08-04,46,12463,48971
2021-08-04,47,12463,51237
2021-08-04,48,12463,52512
2021-08-04,49,12471,55665
2021-08-04,50,17855,50799
2021-08-04,51,17855,49836
2021-08-04,52,17855,48695
2021-08-04,53,17855,48254
2021-08-04,54,17855,46012
2021-08-04,55,17855,44902
2021-08-04,56,17855,45274
2021-08-04,57,17855,46626
2021-08-04,58,17855,47840
2021-08-04,59,17860,47912
2021-08-04,60,27528,36567
2021-08-04,61,27528,34722
2021-08-04,62,27528,32076
2021-08-04,63,27528,30550
2021-08-04,64,27528,28937
2021-08-04,65,27528,27248
2021-08-04,66,27528,25338
2021-08-04,67,27528,23756
2021-08-04,68,27528,21234
2021-08-04,69,27524,20418
2021-08-04,70,25391,20388
2021-08-04,71,25391,19910
2021-08-04,72,25391,18289
2021-08-04,73,25391,17456
2021-08-04,74,25391,17029
2021-08-04,75,25391,12847
2021-08-04,76,25391,8049
2021-08-04,77,25391,5139
2021-08-04,78,25391,1593
2021-08-04,79,25396,1348
2021-08-04,80,11049,15444
2021-08-04,81,11049,13399
2021-08-04,82,11049,10017
2021-08-04,83,11049,7647
2021-08-04,84,11049,5618
2021-08-04,85,11049,3603
2021-08-04,86,11049,1439
2021-08-04,87,11049,704
2021-08-04,88,11049,-1128
2021-08-04,89,11049,-2517
2021-08-04,90,23870,9255
2021-08-11,0,0,58659
2021-08-11,1,0,57254
2021-08-11,2,0,59827
2021-08-11,3,0,59485
2021-08-11,4,0,62062
2021-08-11,5,0,63691
2021-08-11,6,0,63667
2021-08-11,7,0,64421
2021-08-11,8,0,64956
2021-08-11,9,0,67874
2021-08-11,10,2175,64681
2021-08-11,11,2175,66243
2021-08-11,12,2175,65581
2021-08-11,13,2175,65783
2021-08-11,14,2175,65264
2021-08-11,15,2175,62086
2021-08-11,16,2175,60439
2021-08-11,17,2175,60533
2021-08-11,18,2175,60528
2021-08-11,19,2173,59954
2021-08-11,20,10092,53799
2021-08-11,21,10092,55986
2021-08-11,22,10092,54733
2021-08-11,23,10092,54922
2021-08-11,24,10092,56782
2021-08-11,25,10092,58024
2021-08-11,26,10092,60028
2021-08-11,27,10092,61232
2021-08-11,28,10092,63655
2021-08-11,29,10092,67249
2021-08-11,30,13080,65495
2021-08-11,31,13080,66622
2021-08-11,32,13080,64129
2021-08-11,33,13080,63019
2021-08-11,34,13080,61251
2021-08-11,35,13080,57914
2021-08-11,36,13080,56344
2021-08-11,37,13080,55557
2021-08-11,38,13080,54404
2021-08-11,39,13076,54171
2021-08-11,40,15177,49461
2021-08-11,41,15177,49249
2021-08-11,42,15177,47939
2021-08-11,43,15177,46273
2021-08-11,44,15177,45495
2021-08-11,45,15177,45677
2021-08-11,46,15177,46257
2021-08-11,47,15177,48523
2021-08-11,48,15177,49798
2021-08-11,49,15177,52959
2021-08-11,50,22402,46252
2021-08-11,51,22402,45289
2021-08-11,52,22402,44148
2021-08-11,53,22402,43707
2021-08-11,54,22402,41465
2021-08-11,55,22402,40355
2021-08-11,56,22402,40727
2021-08-11,57,22402,42079
2021-08-11,58,22402,43293
2021-08-11,59,22401,43371
2021-08-11,60,32364,31731
2021-08-11,61,32364,29886
2021-08-11,62,32364,27240
2021-08-11,63,32364,25714
2021-08-11,64,32364,24101
2021-08-11,65,32364,22412
2021-08-11,66,32364,20502
2021-08-11,67,32364,18920
2021-08-11,68,32364,16398
2021-08-11,69,32362,15580
2021-08-11,70,27573,18206
2021-08-11,71,27573,17728
2021-08-11,72,27573,16107
2021-08-11,73,27573,15274
2021-08-11,74,27573,14847
2021-08-11,75,27573,10665
2021-08-11,76,27573,5867
2021-08-11,77,27573,2957
2021-08-11,78,27573,-589
2021-08-11,79,27575,-831
2021-08-11,80,11979,14514
2021-08-11,81,11979,12469
2021-08-11,82,11979,9087
2021-08-11,83,11979,6717
2021-08-11,84,11979,4688
2021-08-11,85,11979,2673
2021-08-11,86,11979,509
2021-08-11,87,11979,-226
2021-08-11,88,11979,-2058
2021-08-11,89,11976,-3444
2021-08-11,90,25472,7653
2021-08-18,0,0,58659
2021-08-18,1,0,57254
2021-08-18,2,0,59827
2021-08-18,3,0,59485
2021-08-18,4,0,62062
2021-08-18,5,0,63691
2021-08-18,6,0,63667
2021-08-18,7,0,64421
2021-08-18,8,0,64956
2021-08-18,9,0,67874
2021-08-18,10,2742,64114
2021-08-18,11,2742,65676
2021-08-18,12,2742,65014
2021-08-18,13,2742,65216
2021-08-18,14,2742,64697
2021-08-18,15,2742,61519
2021-08-18,16,2742,59872
2021-08-18,17,2742,59966
2021-08-18,18,2742,59961
2021-08-18,19,2739,59388
2021-08-18,20,12074,51817
2021-08-18,21,12074,54004
2021-08-18,22,12074,52751
2021-08-18,23,12074,52940
2021-08-18,24,12074,54800
2021-08-18,25,12074,56042
2021-08-18,26,12074,58046
2021-08-18,27,12074,59250
2021-08-18,28,12074,61673
2021-08-18,29,12069,65272
2021-08-18,30,15820,62755
2021-08-18,31,15820,63882
2021-08-18,32,15820,61389
2021-08-18,33,15820,60279
2021-08-18,34,15820,58511
2021-08-18,35,15820,55174
2021-08-18,36,15820,53604
2021-08-18,37,15820,52817
2021-08-18,38,15820,51664
2021-08-18,39,15820,51427
2021-08-18,40,18443,46195
2021-08-18,41,18443,45983
2021-08-18,42,18443,44673
2021-08-18,43,18443,43007
2021-08-18,44,18443,42229
2021-08-18,45,18443,42411
2021-08-18,46,18443,42991
2021-08-18,47,18443,45257
2021-08-18,48,18443,46532
2021-08-18,49,18444,49692
2021-08-18,50,28877,39777
2021-08-18,51,28877,38814
2021-08-18,52,28877,37673
2021-08-18,53,28877,37232
2021-08-18,54,28877,34990
2021-08-18,55,28877,33880
2021-08-18,56,28877,34252
2021-08-18,57,28877,35604
2021-08-18,58,28877,36818
2021-08-18,59,28880,36892
2021-08-18,60,36073,28022
2021-08-18,61,36073,26177
2021-08-18,62,36073,23531
2021-08-18,63,36073,22005
2021-08-18,64,36073,20392
2021-08-18,65,36073,18703
2021-08-18,66,36073,16793
2021-08-18,67,36073,15211
2021-08-18,68,36073,12689
2021-08-18,69,36071,11871
2021-08-18,70,29128,16651
2021-08-18,71,29128,16173
2021-08-18,72,29128,14552
2021-08-18,73,29128,13719
2021-08-18,74,29128,13292
2021-08-18,75,29128,9110
2021-08-18,76,29128,4312
2021-08-18,77,29128,1402
2021-08-18,78,29128,-2144
2021-08-18,79,29134,-2390
2021-08-18,80,12651,13842
2021-08-18,81,12651,11797
2021-08-18,82,12651,8415
2021-08-18,83,12651,6045
2021-08-18,84,12651,4016
2021-08-18,85,12651,2001
2021-08-18,86,12651,-163
2021-08-18,87,12651,-898
2021-08-18,88,12651,-2730
2021-08-18,89,12652,-4120
2021-08-18,90,26504,6621
2021-09-07,0,0,58659
2021-09-07,1,0,57254
2021-09-07,2,0,59827
2021-09-07,3,0,59485
2021-09-07,4,0,62062
2021-09-07,5,0,63691
2021-09-07,6,0,63667
2021-09-07,7,0,64421
2021-09-07,8,0,64956
2021-09-07,9,0,67874
2021-09-07,10,2742,64114
2021-09-07,11,2742,65676
2021-09-07,12,25638,42118
2021-09-07,13,25638,42320
2021-09-07,14,25638,41801
2021-09-07,15,25636,38625
2021-09-07,16,27117,35497
2021-09-07,17,27117,35591
2021-09-07,18,27117,35586
2021-09-07,19,27118,35009
2021-09-07,20,25934,37957
2021-09-07,21,25934,40144
2021-09-07,22,25934,38891
2021-09-07,23,25934,39080
2021-09-07,24,25934,40940
2021-09-07,25,31068,37048
2021-09-07,26,31068,39052
2021-09-07,27,31068,40256
2021-09-07,28,31068,42679
2021-09-07,29,31066,46275
2021-09-07,30,35872,42703
2021-09-07,31,35872,43830
2021-09-07,32,35872,41337
2021-09-07,33,35872,40227
2021-09-07,34,35870,38461
2021-09-07,35,35163,35831
2021-09-07,36,35163,34261
2021-09-07,37,35163,33474
2021-09-07,38,35163,32321
2021-09-07,39,35164,32083
2021-09-07,40,35663,28975
2021-09-07,41,35663,28763
2021-09-07,42,35663,27453
2021-09-07,43,35663,25787
2021-09-07,44,35665,25007
2021-09-07,45,39078,21776
2021-09-07,46,39078,22356
2021-09-07,47,39078,24622
2021-09-07,48,39078,25897
2021-09-07,49,39082,29054
2021-09-07,50,43823,24831
2021-09-07,51,43823,23868
2021-09-07,52,43823,22727
2021-09-07,53,43823,22286
2021-09-07,54,43824,20043
2021-09-07,55,45814,16943
2021-09-07,56,45814,17315
2021-09-07,57,45814,18667
2021-09-07,58,45814,19881
2021-09-07,59,45820,19952
2021-09-07,60,45556,18539
2021-09-07,61,45556,16694
2021-09-07,62,45556,14048
2021-09-07,63,45556,12522
2021-09-07,64,45556,10909
2021-09-07,65,41021,13755
2021-09-07,66,41021,11845
2021-09-07,67,41021,10263
2021-09-07,68,41021,7741
2021-09-07,69,41019,6923
2021-09-07,70,37423,8356
2021-09-07,71,37423,7878
2021-09-07,72,37423,6257
2021-09-07,73,37423,5424
2021-09-07,74,37423,4997
2021-09-07,75,25868,12370
2021-09-07,76,25868,7572
2021-09-07,77,25868,4662
2021-09-07,78,25868,1116
2021-09-07,79,25868,876
2021-09-07,80,17846,8647
2021-09-07,81,17846,6602
2021-09-07,82,17846,3220
2021-09-07,83,17846,850
2021-09-07,84,17847,-1180
2021-09-07,85,9576,5076
2021-09-07,86,9576,2912
2021-09-07,87,9576,2177
2021-09-07,88,9576,345
2021-09-07,89,9577,-1045
2021-09-07,90,28046,5079
2021-09-14,0,0,58659
2021-09-14,1,0,57254
2021-09-14,2,0,59827
2021-09-14,3,0,59485
2021-09-14,4,0,62062
2021-09-14,5,0,63691
2021-09-14,6,0,63667
2021-09-14,7,0,64421
2021-09-14,8,0,64956
2021-09-14,9,0,67874
2021-09-14,10,2742,64114
2021-09-14,11,2742,65676
2021-09-14,12,32784,34972
2021-09-14,13,32784,35174
2021-09-14,14,32784,34655
2021-09-14,15,32784,31477
2021-09-14,16,32929,29685
2021-09-14,17,32929,29779
2021-09-14,18,32929,29774
2021-09-14,19,32932,29195
2021-09-14,20,31592,32299
2021-09-14,21,31592,34486
2021-09-14,22,31592,33233
2021-09-14,23,31592,33422
2021-09-14,24,31592,35282
2021-09-14,25,37362,30754
2021-09-14,26,37362,32758
2021-09-14,27,37362,33962
2021-09-14,28,37362,36385
2021-09-14,29,37359,39982
2021-09-14,30,41904,36671
2021-09-14,31,41904,37798
2021-09-14,32,41904,35305
2021-09-14,33,41904,34195
2021-09-14,34,41906,32425
2021-09-14,35,40731,30263
2021-09-14,36,40731,28693
2021-09-14,37,40731,27906
2021-09-14,38,40731,26753
2021-09-14,39,40733,26514
2021-09-14,40,40769,23869
2021-09-14,41,40769,23657
2021-09-14,42,40769,22347
2021-09-14,43,40769,20681
2021-09-14,44,40771,19901
2021-09-14,45,43944,16910
2021-09-14,46,43944,17490
2021-09-14,47,43944,19756
2021-09-14,48,43944,21031
2021-09-14,49,43949,24187
2021-09-14,50,47463,21191
2021-09-14,51,47463,20228
2021-09-14,52,47463,19087
2021-09-14,53,47463,18646
2021-09-14,54,47463,16404
2021-09-14,55,48565,14192
2021-09-14,56,48565,14564
2021-09-14,57,48565,15916
2021-09-14,58,48565,17130
2021-09-14,59,48567,17205
2021-09-14,60,47592,16503
2021-09-14,61,47592,14658
2021-09-14,62,47592,12012
2021-09-14,63,47592,10486
2021-09-14,64,47592,8873
2021-09-14,65,42092,12684
2021-09-14,66,42092,10774
2021-09-14,67,42092,9192
2021-09-14,68,42092,6670
2021-09-14,69,42087,5855
2021-09-14,70,38114,7665
2021-09-14,71,38114,7187
