Date,Age,First Doses,No Dose
2022-06-01,35,69540,5915
2022-06-01,36,67088,4921
2022-06-01,37,65659,4774
2022-06-01,38,64872,4698
2022-06-01,39,63584,4589
2022-06-01,40,62803,5214
2022-06-01,41,60844,4515
2022-06-01,42,60606,4496
2022-06-01,43,59324,4381
2022-06-01,44,57681,4233
2022-06-01,45,55843,5128
2022-06-01,46,56767,4371
2022-06-01,47,57279,4416
2022-06-01,48,59219,4584
2022-06-01,49,60344,4679
2022-06-01,50,63804,4209
2022-06-01,51,63461,5191
2022-06-01,52,62409,5104
2022-06-01,53,61402,5002
2022-06-01,54,60953,4963
2022-06-01,55,58098,5472
2022-06-01,56,57746,4727
2022-06-01,57,57994,4753
2022-06-01,58,59265,4857
2022-06-01,59,60324,4952
2022-06-01,60,61099,4251
2022-06-01,61,59224,4351
2022-06-01,62,57625,4200
2022-06-01,63,55116,3979
2022-06-01,64,53739,3845
2022-06-01,65,52029,4063
2022-06-01,66,50585,3643
2022-06-01,67,48678,3490
2022-06-01,68,47225,3368
2022-06-01,69,44943,3167
2022-06-01,70,43688,3538
2022-06-01,71,42179,2833
2022-06-01,72,41694,2797
2022-06-01,73,40145,2687
2022-06-01,74,39350,2633
2022-06-01,75,39596,1871
2022-06-01,76,34578,2559
2022-06-01,77,30266,2126
2022-06-01,78,27658,1860
2022-06-01,79,24410,1534
2022-06-01,80,23821,1937
2022-06-01,81,23357,1936
2022-06-01,82,21456,1739
2022-06-01,83,18401,1424
2022-06-01,84,16265,1208
2022-06-01,85,13830,1603
2022-06-01,86,12203,1202
2022-06-01,87,10190,1035
2022-06-01,88,9546,980
2022-06-01,89,7825,835
2022-06-01,90,28049,4123
2022-06-08,5,4164,58556
2022-06-08,6,4164,60141
2022-06-08,7,4164,60081
2022-06-08,8,4164,60737
2022-06-08,9,4164,61308
2022-06-08,10,4164,64170
2022-06-08,11,4167,63241
2022-06-08,12,-675,69566
2022-06-08,13,62052,6184
2022-06-08,14,62260,6199
2022-06-08,15,61831,6155
2022-06-08,16,62936,1877
2022-06-08,17,61470,1798
2022-06-08,18,61032,1885
2022-06-08,19,60530,1883
2022-06-08,20,58332,4035
2022-06-08,21,59783,4537
2022-06-08,22,61345,4729
2022-06-08,23,60161,4618
2022-06-08,24,60306,4636
2022-06-08,25,62450,4404
2022-06-08,26,64011,4186
2022-06-08,27,65968,4351
2022-06-08,28,67411,4452
2022-06-08,29,69811,4653
2022-06-08,30,74318,4067
2022-06-08,31,73942,5817
2022-06-08,32,74909,5936
2022-06-08,33,72715,5677
2022-06-08,34,71762,5563
2022-06-08,35,69552,5903
2022-06-08,36,67100,4909
2022-06-08,37,65671,4762
2022-06-08,38,64884,4686
2022-06-08,39,63596,4577
2022-06-08,40,62809,5208
2022-06-08,41,60850,4509
2022-06-08,42,60612,4490
2022-06-08,43,59330,4375
2022-06-08,44,57689,4225
2022-06-08,45,55848,5123
2022-06-08,46,56772,4366
2022-06-08,47,57284,4411
2022-06-08,48,59224,4579
2022-06-08,49,60349,4674
2022-06-08,50,63798,4215
2022-06-08,51,63455,5197
2022-06-08,52,62403,5110
2022-06-08,53,61396,5008
2022-06-08,54,60945,4971
2022-06-08,55,58094,5476
2022-06-08,56,57742,4731
2022-06-08,57,57990,4757
2022-06-08,58,59261,4861
2022-06-08,59,60323,4953
2022-06-08,60,61091,4259
2022-06-08,61,59216,4359
2022-06-08,62,57617,4208
2022-06-08,63,55108,3987
2022-06-08,64,53730,3854
2022-06-08,65,52020,4072
2022-06-08,66,50576,3652
2022-06-08,67,48669,3499
2022-06-08,68,47216,3377
2022-06-08,69,44930,3180
2022-06-08,70,43666,3560
2022-06-08,71,42157,2855
2022-06-08,72,41672,2819
2022-06-08,73,40123,2709
2022-06-08,74,39331,2652
2022-06-08,75,39575,1892
2022-06-08,76,34557,2580
2022-06-08,77,30245,2147
2022-06-08,78,27637,1881
2022-06-08,79,24389,1555
2022-06-08,80,23793,1965
2022-06-08,81,23329,1964
2022-06-08,82,21428,1767
2022-06-08,83,18373,1452
2022-06-08,84,16235,1238
2022-06-08,85,13801,1632
2022-06-08,86,12174,1231
2022-06-08,87,10161,1064
2022-06-08,88,9517,1009
2022-06-08,89,7796,864
2022-06-08,90,27867,4305
2022-06-15,5,4191,58529
2022-06-15,6,4191,60114
2022-06-15,7,4191,60054
2022-06-15,8,4191,60710
2022-06-15,9,4191,61281
2022-06-15,10,4191,64143
2022-06-15,11,4195,63213
2022-06-15,12,-677,69568
2022-06-15,13,62050,6186
2022-06-15,14,62258,6201
2022-06-15,15,61829,6157
2022-06-15,16,62934,1879
2022-06-15,17,61464,1804
2022-06-15,18,61062,1855
2022-06-15,19,60560,1853
2022-06-15,20,58362,4005
2022-06-15,21,59813,4507
2022-06-15,22,61375,4699
2022-06-15,23,60191,4588
2022-06-15,24,60335,4607
2022-06-15,25,62469,4385
2022-06-15,26,64030,4167
2022-06-15,27,65987,4332
2022-06-15,28,67430,4433
2022-06-15,29,69833,4631
2022-06-15,30,74338,4047
2022-06-15,31,73962,5797
2022-06-15,32,74929,5916
2022-06-15,33,72735,5657
2022-06-15,34,71783,5542
2022-06-15,35,69568,5887
2022-06-15,36,67116,4893
2022-06-15,37,65687,4746
2022-06-15,38,64900,4670
2022-06-15,39,63609,4564
2022-06-15,40,62821,5196
2022-06-15,41,60862,4497
2022-06-15,42,60624,4478
2022-06-15,43,59342,4363
2022-06-15,44,57699,4215
2022-06-15,45,55852,5119
2022-06-15,46,56776,4362
2022-06-15,47,57288,4407
2022-06-15,48,59228,4575
2022-06-15,49,60353,4670
2022-06-15,50,63807,4206
2022-06-15,51,63464,5188
2022-06-15,52,62412,5101
2022-06-15,53,61405,4999
2022-06-15,54,60954,4962
2022-06-15,55,58097,5473
2022-06-15,56,57745,4728
2022-06-15,57,57993,4754
2022-06-15,58,59264,4858
2022-06-15,59,60322,4954
2022-06-15,60,61090,4260
2022-06-15,61,59215,4360
2022-06-15,62,57616,4209
2022-06-15,63,55107,3988
2022-06-15,64,53729,3855
2022-06-15,65,52019,4073
2022-06-15,66,50575,3653
2022-06-15,67,48668,3500
2022-06-15,68,47215,3378
2022-06-15,69,44933,3177
2022-06-15,70,43661,3565
2022-06-15,71,42152,2860
2022-06-15,72,41667,2824
2022-06-15,73,40118,2714
2022-06-15,74,39324,2659
2022-06-15,75,39557,1910
2022-06-15,76,34539,2598
2022-06-15,77,30227,2165
2022-06-15,78,27619,1899
2022-06-15,79,24371,1573
2022-06-15,80,23775,1983
2022-06-15,81,23311,1982
2022-06-15,82,21410,1785
2022-06-15,83,18355,1470
2022-06-15,84,16216,1257
2022-06-15,85,13782,1651
2022-06-15,86,12155,1250
2022-06-15,87,10142,1083
2022-06-15,88,9498,1028
2022-06-15,89,7778,882
2022-06-15,90,27735,4437
2022-06-22,5,4213,58507
2022-06-22,6,4213,60092
2022-06-22,7,4213,60032
2022-06-22,8,4213,60688
2022-06-22,9,4213,61259
2022-06-22,10,4213,64121
2022-06-22,11,4217,63191
2022-06-22,12,-677,69568
2022-06-22,13,62050,6186
2022-06-22,14,62258,6201
2022-06-22,15,61829,6157
2022-06-22,16,62934,1879
2022-06-22,17,61464,1804
2022-06-22,18,61088,1829
2022-06-22,19,60586,1827
2022-06-22,20,58388,3979
2022-06-22,21,59839,4481
2022-06-22,22,61401,4673
2022-06-22,23,60217,4562
2022-06-22,24,60359,4583
2022-06-22,25,62481,4373
2022-06-22,26,64042,4155
2022-06-22,27,65999,4320
2022-06-22,28,67442,4421
2022-06-22,29,69845,4619
2022-06-22,30,74355,4030
2022-06-22,31,73979,5780
2022-06-22,32,74946,5899
2022-06-22,33,72752,5640
2022-06-22,34,71802,5523
2022-06-22,35,69575,5880
2022-06-22,36,67123,4886
2022-06-22,37,65694,4739
2022-06-22,38,64907,4663
2022-06-22,39,63619,4554
2022-06-22,40,62831,5186
2022-06-22,41,60872,4487
2022-06-22,42,60634,4468
2022-06-22,43,59352,4353
2022-06-22,44,57711,4203
2022-06-22,45,55856,5115
2022-06-22,46,56780,4358
2022-06-22,47,57292,4403
2022-06-22,48,59232,4571
2022-06-22,49,60361,4662
2022-06-22,50,63814,4199
2022-06-22,51,63471,5181
2022-06-22,52,62419,5094
2022-06-22,53,61412,4992
2022-06-22,54,60961,4955
2022-06-22,55,58095,5475
2022-06-22,56,57743,4730
2022-06-22,57,57991,4756
2022-06-22,58,59262,4860
2022-06-22,59,60320,4956
2022-06-22,60,61092,4258
2022-06-22,61,59217,4358
2022-06-22,62,57618,4207
2022-06-22,63,55109,3986
2022-06-22,64,53729,3855
2022-06-22,65,52017,4075
2022-06-22,66,50573,3655
2022-06-22,67,48666,3502
2022-06-22,68,47213,3380
2022-06-22,69,44931,3179
2022-06-22,70,43653,3573
2022-06-22,71,42144,2868
2022-06-22,72,41659,2832
2022-06-22,73,40110,2722
2022-06-22,74,39319,2664
2022-06-22,75,39545,1922
2022-06-22,76,34527,2610
2022-06-22,77,30215,2177
2022-06-22,78,27607,1911
2022-06-22,79,24357,1587
2022-06-22,80,23757,2001
2022-06-22,81,23293,2000
2022-06-22,82,21392,1803
2022-06-22,83,18337,1488
2022-06-22,84,16202,1271
2022-06-22,85,13762,1671
2022-06-22,86,12135,1270
2022-06-22,87,10122,1103
2022-06-22,88,9478,1048
2022-06-22,89,7757,903
2022-06-22,90,27645,4527
2022-06-29,5,4230,58490
2022-06-29,6,4230,60075
2022-06-29,7,4230,60015
2022-06-29,8,4230,60671
2022-06-29,9,4230,61242
2022-06-29,10,4230,64104
2022-06-29,11,4231,63177
2022-06-29,12,-677,69568
2022-06-29,13,62050,6186
2022-06-29,14,62258,6201
2022-06-29,15,61829,6157
2022-06-29,16,62934,1879
2022-06-29,17,61465,1803
2022-06-29,18,61117,1800
2022-06-29,19,60615,1798
2022-06-29,20,58417,3950
2022-06-29,21,59868,4452
2022-06-29,22,61430,4644
2022-06-29,23,60246,4533
2022-06-29,24,60390,4552
2022-06-29,25,62496,4358
2022-06-29,26,64057,4140
2022-06-29,27,66014,4305
2022-06-29,28,67457,4406
2022-06-29,29,69860,4604
2022-06-29,30,74370,4015
2022-06-29,31,73994,5765
2022-06-29,32,74961,5884
2022-06-29,33,72767,5625
2022-06-29,34,71816,5509
2022-06-29,35,69585,5870
2022-06-29,36,67133,4876
2022-06-29,37,65704,4729
2022-06-29,38,64917,4653
2022-06-29,39,63626,4547
2022-06-29,40,62842,5175
2022-06-29,41,60883,4476
2022-06-29,42,60645,4457
2022-06-29,43,59363,4342
2022-06-29,44,57723,4191
2022-06-29,45,55857,5114
2022-06-29,46,56781,4357
2022-06-29,47,57293,4402
2022-06-29,48,59233,4570
2022-06-29,49,60359,4664
2022-06-29,50,63813,4200
2022-06-29,51,63470,5182
2022-06-29,52,62418,5095
2022-06-29,53,61411,4993
2022-06-29,54,60962,4954
2022-06-29,55,58094,5476
2022-06-29,56,57742,4731
2022-06-29,57,57990,4757
2022-06-29,58,59261,4861
2022-06-29,59,60323,4953
2022-06-29,60,61089,4261
2022-06-29,61,59214,4361
2022-06-29,62,57615,4210
2022-06-29,63,55106,3989
2022-06-29,64,53727,3857
2022-06-29,65,52006,4086
2022-06-29,66,50562,3666
2022-06-29,67,48655,3513
2022-06-29,68,47202,3391
2022-06-29,69,44916,3194
2022-06-29,70,43633,3593
2022-06-29,71,42124,2888
2022-06-29,72,41639,2852
2022-06-29,73,40090,2742
2022-06-29,74,39297,2686
2022-06-29,75,39544,1923
2022-06-29,76,34526,2611
2022-06-29,77,30214,2178
2022-06-29,78,27606,1912
2022-06-29,79,24355,1589
2022-06-29,80,23753,2005
2022-06-29,81,23289,2004
2022-06-29,82,21388,1807
2022-06-29,83,18333,1492
2022-06-29,84,16196,1277
2022-06-29,85,13753,1680
2022-06-29,86,12126,1279
2022-06-29,87,10113,1112
2022-06-29,88,9469,1057
2022-06-29,89,7749,911
2022-06-29,90,27531,4641
2022-07-06,5,4255,58465
2022-07-06,6,4255,60050
2022-07-06,7,4255,59990
2022-07-06,8,4255,60646
2022-07-06,9,4255,61217
2022-07-06,10,4255,64079
2022-07-06,11,4255,63153
2022-07-06,12,-681,69572
2022-07-06,13,62046,6190
2022-07-06,14,62254,6205
2022-07-06,15,61825,6161
2022-07-06,16,62930,1883
2022-07-06,17,61460,1808
2022-07-06,18,61151,1766
2022-07-06,19,60649,1764
2022-07-06,20,58451,3916
2022-07-06,21,59902,4418
2022-07-06,22,61464,4610
2022-07-06,23,60280,4499
2022-07-06,24,60421,4521
2022-07-06,25,62500,4354
2022-07-06,26,64061,4136
2022-07-06,27,66018,4301
2022-07-06,28,67461,4402
2022-07-06,29,69863,4601
2022-07-06,30,74384,4001
2022-07-06,31,74008,5751
2022-07-06,32,74975,5870
2022-07-06,33,72781,5611
2022-07-06,34,71827,5498
2022-07-06,35,69599,5856
2022-07-06,36,67147,4862
2022-07-06,37,65718,4715
2022-07-06,38,64931,4639
2022-07-06,39,63640,4533
2022-07-06,40,62851,5166
2022-07-06,41,60892,4467
2022-07-06,42,60654,4448
2022-07-06,43,59372,4333
2022-07-06,44,57733,4181
2022-07-06,45,55842,5129
2022-07-06,46,56766,4372
2022-07-06,47,57278,4417
2022-07-06,48,59218,4585
2022-07-06,49,60344,4679
2022-07-06,50,63803,4210
2022-07-06,51,63460,5192
2022-07-06,52,62408,5105
2022-07-06,53,61401,5003
2022-07-06,54,60954,4962
2022-07-06,55,58072,5498
2022-07-06,56,57720,4753
2022-07-06,57,57968,4779
2022-07-06,58,59239,4883
2022-07-06,59,60297,4979
2022-07-06,60,61070,4280
2022-07-06,61,59195,4380
2022-07-06,62,57596,4229
2022-07-06,63,55087,4008
2022-07-06,64,53707,3877
2022-07-06,65,51932,4160
2022-07-06,66,50488,3740
2022-07-06,67,48581,3587
2022-07-06,68,47128,3465
2022-07-06,69,44845,3265
2022-07-06,70,43595,3631
2022-07-06,71,42086,2926
2022-07-06,72,41601,2890
2022-07-06,73,40052,2780
2022-07-06,74,39260,2723
2022-07-06,75,39580,1887
2022-07-06,76,34562,2575
2022-07-06,77,30250,2142
2022-07-06,78,27642,1876
2022-07-06,79,24392,1552
2022-07-06,80,23818,1940
2022-07-06,81,23354,1939
2022-07-06,82,21453,1742
2022-07-06,83,18398,1427
2022-07-06,84,16261,1212
2022-07-06,85,13770,1663
2022-07-06,86,12143,1262
2022-07-06,87,10130,1095
2022-07-06,88,9486,1040
2022-07-06,89,7765,895
2022-07-06,90,27522,4650
2022-07-13,5,4281,58439
2022-07-13,6,4281,60024
2022-07-13,7,4281,59964
2022-07-13,8,4281,60620
2022-07-13,9,4281,61191
2022-07-13,10,4281,64053
2022-07-13,11,4285,63123
2022-07-13,12,-688,69579
2022-07-13,13,62039,6197
2022-07-13,14,62247,6212
2022-07-13,15,61818,6168
2022-07-13,16,62923,1890
2022-07-13,17,61456,1812
2022-07-13,18,61189,1728
2022-07-13,19,60687,1726
2022-07-13,20,58489,3878
2022-07-13,21,59940,4380
2022-07-13,22,61502,4572
2022-07-13,23,60318,4461
2022-07-13,24,60463,4479
2022-07-13,25,62502,4352
2022-07-13,26,64063,4134
2022-07-13,27,66020,4299
2022-07-13,28,67463,4400
2022-07-13,29,69865,4599
2022-07-13,30,74395,3990
2022-07-13,31,74019,5740
2022-07-13,32,74986,5859
2022-07-13,33,72792,5600
2022-07-13,34,71838,5487
2022-07-13,35,69614,5841
2022-07-13,36,67162,4847
2022-07-13,37,65733,4700
2022-07-13,38,64946,4624
2022-07-13,39,63655,4518
2022-07-13,40,62854,5163
2022-07-13,41,60895,4464
2022-07-13,42,60657,4445
2022-07-13,43,59375,4330
2022-07-13,44,57732,4182
2022-07-13,45,55812,5159
2022-07-13,46,56736,4402
2022-07-13,47,57248,4447
2022-07-13,48,59188,4615
2022-07-13,49,60317,4706
2022-07-13,50,63782,4231
2022-07-13,51,63439,5213
2022-07-13,52,62387,5126
2022-07-13,53,61380,5024
2022-07-13,54,60930,4986
2022-07-13,55,58017,5553
2022-07-13,56,57665,4808
2022-07-13,57,57913,4834
2022-07-13,58,59184,4938
2022-07-13,59,60246,5030
2022-07-13,60,61010,4340
2022-07-13,61,59135,4440
2022-07-13,62,57536,4289
2022-07-13,63,55027,4068
2022-07-13,64,53650,3934
2022-07-13,65,51837,4255
2022-07-13,66,50393,3835
2022-07-13,67,48486,3682
2022-07-13,68,47033,3560
2022-07-13,69,44747,3363
2022-07-13,70,43546,3680
2022-07-13,71,42037,2975
2022-07-13,72,41552,2939
2022-07-13,73,40003,2829
2022-07-13,74,39208,2775
2022-07-13,75,39678,1789
2022-07-13,76,34660,2477
2022-07-13,77,30348,2044
2022-07-13,78,27740,1778
2022-07-13,79,24492,1452
2022-07-13,80,23900,1858
2022-07-13,81,23436,1857
2022-07-13,82,21535,1660
2022-07-13,83,18480,1345
2022-07-13,84,16343,1130
2022-07-13,85,13808,1625
2022-07-13,86,12181,1224
2022-07-13,87,10168,1057
2022-07-13,88,9524,1002
2022-07-13,89,7802,858
2022-07-13,90,27586,4586
2022-07-20,5,4319,58401
2022-07-20,6,4319,59986
2022-07-20,7,4319,59926
2022-07-20,8,4319,60582
2022-07-20,9,4319,61153
2022-07-20,10,4319,64015
2022-07-20,11,4319,63089
2022-07-20,12,-680,69571
2022-07-20,13,62047,6189
2022-07-20,14,62255,6204
2022-07-20,15,61826,6160
2022-07-20,16,62931,1882
2022-07-20,17,61465,1803
2022-07-20,18,61231,1686
2022-07-20,19,60729,1684
2022-07-20,20,58531,3836
2022-07-20,21,59982,4338
2022-07-20,22,61544,4530
2022-07-20,23,60360,4419
2022-07-20,24,60506,4436
2022-07-20,25,62506,4348
2022-07-20,26,64067,4130
2022-07-20,27,66024,4295
2022-07-20,28,67467,4396
2022-07-20,29,69868,4596
2022-07-20,30,74408,3977
2022-07-20,31,74032,5727
2022-07-20,32,74999,5846
2022-07-20,33,72805,5587
2022-07-20,34,71851,5474
2022-07-20,35,69628,5827
2022-07-20,36,67176,4833
2022-07-20,37,65747,4686
2022-07-20,38,64960,4610
2022-07-20,39,63670,4503
2022-07-20,40,62856,5161
2022-07-20,41,60897,4462
2022-07-20,42,60659,4443
2022-07-20,43,59377,4328
2022-07-20,44,57734,4180
2022-07-20,45,55770,5201
2022-07-20,46,56694,4444
2022-07-20,47,57206,4489
2022-07-20,48,59146,4657
2022-07-20,49,60273,4750
2022-07-20,50,63753,4260
2022-07-20,51,63410,5242
2022-07-20,52,62358,5155
2022-07-20,53,61351,5053
2022-07-20,54,60904,5012
2022-07-20,55,57955,5615
2022-07-20,56,57603,4870
2022-07-20,57,57851,4896
2022-07-20,58,59122,5000
2022-07-20,59,60181,5095
2022-07-20,60,60935,4415
2022-07-20,61,59060,4515
2022-07-20,62,57461,4364
2022-07-20,63,54952,4143
2022-07-20,64,53576,4008
2022-07-20,65,51765,4327
2022-07-20,66,50321,3907
2022-07-20,67,48414,3754
2022-07-20,68,46961,3632
2022-07-20,69,44679,3431
2022-07-20,70,43483,3743
2022-07-20,71,41974,3038
2022-07-20,72,41489,3002
2022-07-20,73,39940,2892
2022-07-20,74,39147,2836
2022-07-20,75,39775,1692
2022-07-20,76,34757,2380
2022-07-20,77,30445,1947
2022-07-20,78,27837,1681
2022-07-20,79,24589,1355
2022-07-20,80,23985,1773
2022-07-20,81,23521,1772
2022-07-20,82,21620,1575
2022-07-20,83,18565,1260
2022-07-20,84,16427,1046
2022-07-20,85,13864,1569
2022-07-20,86,12237,1168
2022-07-20,87,10224,1001
2022-07-20,88,9580,946
2022-07-20,89,7858,802
2022-07-20,90,27726,4446
2022-07-27,5,4357,58363
2022-07-27,6,4357,59948
2022-07-27,7,4357,59888
2022-07-27,8,4357,60544
2022-07-27,9,4357,61115
2022-07-27,10,4357,63977
2022-07-27,11,4358,63050
2022-07-27,12,-674,69565
2022-07-27,13,62053,6183
2022-07-27,14,62261,6198
2022-07-27,15,61832,6154
2022-07-27,16,62937,1876
2022-07-27,17,61469,1799
2022-07-27,18,61252,1665
2022-07-27,19,60750,1663
2022-07-27,20,58552,3815
2022-07-27,21,60003,4317
2022-07-27,22,61565,4509
2022-07-27,23,60381,4398
2022-07-27,24,60526,4416
2022-07-27,25,62514,4340
2022-07-27,26,64075,4122
2022-07-27,27,66032,4287
2022-07-27,28,67475,4388
2022-07-27,29,69877,4587
2022-07-27,30,74419,3966
2022-07-27,31,74043,5716
2022-07-27,32,75010,5835
2022-07-27,33,72816,5576
2022-07-27,34,71865,5460
2022-07-27,35,69641,5814
2022-07-27,36,67189,4820
2022-07-27,37,65760,4673
2022-07-27,38,64973,4597
2022-07-27,39,63686,4487
2022-07-27,40,62855,5162
2022-07-27,41,60896,4463
2022-07-27,42,60658,4444
2022-07-27,43,59376,4329
2022-07-27,44,57737,4177
2022-07-27,45,55730,5241
2022-07-27,46,56654,4484
2022-07-27,47,57166,4529
2022-07-27,48,59106,4697
2022-07-27,49,60235,4788
2022-07-27,50,63726,4287
2022-07-27,51,63383,5269
2022-07-27,52,62331,5182
2022-07-27,53,61324,5080
2022-07-27,54,60875,5041
2022-07-27,55,57913,5657
2022-07-27,56,57561,4912
2022-07-27,57,57809,4938
2022-07-27,58,59080,5042
2022-07-27,59,60142,5134
2022-07-27,60,60853,4497
2022-07-27,61,58978,4597
2022-07-27,62,57379,4446
2022-07-27,63,54870,4225
2022-07-27,64,53492,4092
2022-07-27,65,51744,4348
2022-07-27,66,50300,3928
2022-07-27,67,48393,3775
2022-07-27,68,46940,3653
2022-07-27,69,44656,3454
2022-07-27,70,43433,3793
2022-07-27,71,41924,3088
2022-07-27,72,41439,3052
2022-07-27,73,39890,2942
2022-07-27,74,39098,2885
2022-07-27,75,39858,1609
2022-07-27,76,34840,2297
2022-07-27,77,30528,1864
2022-07-27,78,27920,1598
2022-07-27,79,24670,1274
2022-07-27,80,24043,1715
2022-07-27,81,23579,1714
2022-07-27,82,21678,1517
2022-07-27,83,18623,1202
2022-07-27,84,16484,989
2022-07-27,85,13877,1556
2022-07-27,86,12250,1155
2022-07-27,87,10237,988
2022-07-27,88,9593,933
2022-07-27,89,7869,791
2022-07-27,90,27857,4315
2022-08-03,5,4383,58337
2022-08-03,6,4383,59922
2022-08-03,7,4383,59862
2022-08-03,8,4383,60518
2022-08-03,9,4383,61089
2022-08-03,10,4383,63951
2022-08-03,11,4385,63023
2022-08-03,12,-674,69565
2022-08-03,13,62053,6183
2022-08-03,14,62261,6198
2022-08-03,15,61832,6154
2022-08-03,16,62937,1876
2022-08-03,17,61467,1801
2022-08-03,18,61268,1649
2022-08-03,19,60766,1647
2022-08-03,20,58568,3799
2022-08-03,21,60019,4301
2022-08-03,22,61581,4493
2022-08-03,23,60397,4382
2022-08-03,24,60542,4400
2022-08-03,25,62519,4335
2022-08-03,26,64080,4117
2022-08-03,27,66037,4282
2022-08-03,28,67480,4383
2022-08-03,29,69884,4580
2022-08-03,30,74432,3953
2022-08-03,31,74056,5703
2022-08-03,32,75023,5822
2022-08-03,33,72829,5563
2022-08-03,34,71876,5449
2022-08-03,35,69652,5803
2022-08-03,36,67200,4809
2022-08-03,37,65771,4662
2022-08-03,38,64984,4586
2022-08-03,39,63696,4477
2022-08-03,40,62853,5164
2022-08-03,41,60894,4465
2022-08-03,42,60656,4446
2022-08-03,43,59374,4331
2022-08-03,44,57735,4179
2022-08-03,45,55688,5283
2022-08-03,46,56612,4526
2022-08-03,47,57124,4571
2022-08-03,48,59064,4739
2022-08-03,49,60190,4833
2022-08-03,50,63686,4327
2022-08-03,51,63343,5309
2022-08-03,52,62291,5222
2022-08-03,53,61284,5120
2022-08-03,54,60836,5080
2022-08-03,55,57850,5720
2022-08-03,56,57498,4975
2022-08-03,57,57746,5001
2022-08-03,58,59017,5105
2022-08-03,59,60076,5200
2022-08-03,60,60775,4575
2022-08-03,61,58900,4675
2022-08-03,62,57301,4524
2022-08-03,63,54792,4303
2022-08-03,64,53413,4171
2022-08-03,65,51715,4377
2022-08-03,66,50271,3957
2022-08-03,67,48364,3804
2022-08-03,68,46911,3682
2022-08-03,69,44626,3484
2022-08-03,70,43379,3847
2022-08-03,71,41870,3142
2022-08-03,72,41385,3106
2022-08-03,73,39836,2996
2022-08-03,74,39041,2942
2022-08-03,75,39902,1565
2022-08-03,76,34884,2253
2022-08-03,77,30572,1820
2022-08-03,78,27964,1554
2022-08-03,79,24712,1232
2022-08-03,80,24065,1693
2022-08-03,81,23601,1692
2022-08-03,82,21700,1495
2022-08-03,83,18645,1180
2022-08-03,84,16508,965
2022-08-03,85,13885,1548
2022-08-03,86,12258,1147
2022-08-03,87,10245,980
2022-08-03,88,9601,925
2022-08-03,89,7879,781
2022-08-03,90,27840,4332
2022-08-10,5,1877,60843
2022-08-10,6,1877,62428
2022-08-10,7,1877,62368
2022-08-10,8,1877,63024
2022-08-10,9,1877,63595
2022-08-10,10,1877,66457
2022-08-10,11,1880,65528
2022-08-10,12,-2956,71847
2022-08-10,13,59771,8465
2022-08-10,14,59979,8480
2022-08-10,15,59550,8436
2022-08-10,16,60655,4158
2022-08-10,17,59190,4078
2022-08-10,18,60514,2403
2022-08-10,19,60012,2401
2022-08-10,20,57814,4553
2022-08-10,21,59265,5055
2022-08-10,22,60827,5247
2022-08-10,23,59643,5136
2022-08-10,24,59784,5158
2022-08-10,25,61709,5145
2022-08-10,26,63270,4927
2022-08-10,27,65227,5092
2022-08-10,28,66670,5193
2022-08-10,29,69072,5392
2022-08-10,30,75047,3338
2022-08-10,31,74671,5088
2022-08-10,32,75638,5207
2022-08-10,33,73444,4948
2022-08-10,34,72491,4834
2022-08-10,35,70542,4913
2022-08-10,36,68090,3919
2022-08-10,37,66661,3772
2022-08-10,38,65874,3696
2022-08-10,39,64587,3586
2022-08-10,40,63640,4377
2022-08-10,41,61681,3678
2022-08-10,42,61443,3659
2022-08-10,43,60161,3544
2022-08-10,44,58521,3393
2022-08-10,45,55262,5709
2022-08-10,46,56186,4952
2022-08-10,47,56698,4997
2022-08-10,48,58638,5165
2022-08-10,49,59767,5256
2022-08-10,50,64348,3665
2022-08-10,51,64005,4647
2022-08-10,52,62953,4560
2022-08-10,53,61946,4458
2022-08-10,54,61496,4420
2022-08-10,55,57849,5721
2022-08-10,56,57497,4976
2022-08-10,57,57745,5002
2022-08-10,58,59016,5106
2022-08-10,59,60078,5198
2022-08-10,60,62078,3272
2022-08-10,61,60203,3372
2022-08-10,62,58604,3221
2022-08-10,63,56095,3000
2022-08-10,64,54718,2866
2022-08-10,65,52885,3207
2022-08-10,66,51441,2787
2022-08-10,67,49534,2634
2022-08-10,68,48081,2512
2022-08-10,69,45797,2313
2022-08-10,70,44062,3164
2022-08-10,71,42553,2459
2022-08-10,72,42068,2423
2022-08-10,73,40519,2313
2022-08-10,74,39725,2258
2022-08-10,75,41037,430
2022-08-10,76,36019,1118
2022-08-10,77,31707,685
2022-08-10,78,29099,419
2022-08-10,79,25849,95
2022-08-10,80,24795,963
2022-08-10,81,24331,962
2022-08-10,82,22430,765
2022-08-10,83,19375,450
2022-08-10,84,17240,233
2022-08-10,85,14403,1030
2022-08-10,86,12776,629
2022-08-10,87,10763,462
2022-08-10,88,10119,407
2022-08-10,89,8396,264
2022-08-10,90,30534,1638
2022-08-17,5,1783,60937
2022-08-17,6,1783,62522
2022-08-17,7,1783,62462
2022-08-17,8,1783,63118
2022-08-17,9,1783,63689
2022-08-17,10,1783,66551
2022-08-17,11,1781,65627
2022-08-17,12,-2998,71889
2022-08-17,13,59729,8507
2022-08-17,14,59937,8522
2022-08-17,15,59508,8478
2022-08-17,16,60613,4200
2022-08-17,17,59143,4125
2022-08-17,18,60517,2400
2022-08-17,19,60015,2398
2022-08-17,20,57817,4550
2022-08-17,21,59268,5052
2022-08-17,22,60830,5244
