year,month,age_group,age_groups_src,population,deaths
2013,10,19,85_89,50500,489
2013,10,20,95_,25530,498
2013,11,1,00_00,58600,21
2013,11,4,10_14,296150,3
2013,11,5,15_19,311290,12
2013,11,6,20_24,319560,18
2013,11,7,25_29,284970,12
2013,11,8,30_34,275540,12
2013,11,9,35_39,275030,18
2013,11,10,40_44,316110,33
2013,11,11,45_49,312280,57
2013,11,12,50_54,316120,84
2013,11,13,55_59,276050,102
2013,11,14,60_64,242990,141
2013,11,15,65_69,211350,174
2013,11,16,70_74,156790,222
2013,11,17,75_79,111550,264
2013,11,18,80_84,82260,369
2013,11,19,85_89,50500,417
2013,11,20,95_,25530,393
2013,12,1,00_00,58600,15
2013,12,2,01_04,251310,6
2013,12,3,05_09,303370,6
2013,12,5,15_19,311290,12
2013,12,6,20_24,319560,18
2013,12,7,25_29,284970,15
2013,12,8,30_34,275540,6
2013,12,9,35_39,275030,27
2013,12,10,40_44,316110,24
2013,12,11,45_49,312280,42
2013,12,12,50_54,316120,87
2013,12,13,55_59,276050,99
2013,12,14,60_64,242990,123
2013,12,15,65_69,211350,165
2013,12,16,70_74,156790,225
2013,12,17,75_79,111550,258
2013,12,18,80_84,82260,375
2013,12,19,85_89,50500,372
2013,12,20,95_,25530,387
2014,1,1,00_00,58520,15
2014,1,2,01_04,248290,6
2014,1,3,05_09,311000,9
2014,1,5,15_19,313920,12
2014,1,6,20_24,331010,15
2014,1,7,25_29,303010,15
2014,1,8,30_34,285470,18
2014,1,9,35_39,276240,21
2014,1,10,40_44,314430,27
2014,1,11,45_49,314790,54
2014,1,12,50_54,320840,90
2014,1,13,55_59,283790,105
2014,1,14,60_64,247660,120
2014,1,15,65_69,220930,177
2014,1,16,70_74,161400,222
2014,1,17,75_79,116290,294
2014,1,18,80_84,82670,369
2014,1,19,85_89,51560,420
2014,1,20,95_,26740,462
2014,2,1,00_00,58520,27
2014,2,3,05_09,311000,3
2014,2,4,10_14,295790,3
2014,2,5,15_19,313920,9
2014,2,6,20_24,331010,6
2014,2,7,25_29,303010,6
2014,2,8,30_34,285470,15
2014,2,9,35_39,276240,12
2014,2,10,40_44,314430,30
2014,2,11,45_49,314790,48
2014,2,12,50_54,320840,69
2014,2,13,55_59,283790,96
2014,2,14,60_64,247660,147
2014,2,15,65_69,220930,174
2014,2,16,70_74,161400,213
2014,2,17,75_79,116290,273
2014,2,18,80_84,82670,360
2014,2,19,85_89,51560,369
2014,2,20,95_,26740,357
2014,3,1,00_00,58520,21
2014,3,2,01_04,248290,9
2014,3,3,05_09,311000,3
2014,3,4,10_14,295790,3
2014,3,5,15_19,313920,3
2014,3,6,20_24,331010,12
2014,3,7,25_29,303010,15
2014,3,8,30_34,285470,3
2014,3,9,35_39,276240,15
2014,3,10,40_44,314430,24
2014,3,11,45_49,314790,57
2014,3,12,50_54,320840,66
2014,3,13,55_59,283790,102
2014,3,14,60_64,247660,114
2014,3,15,65_69,220930,168
2014,3,16,70_74,161400,189
2014,3,17,75_79,116290,267
2014,3,18,80_84,82670,360
2014,3,19,85_89,51560,402
2014,3,20,95_,26740,411
2014,4,1,00_00,58520,21
2014,4,2,01_04,248290,3
2014,4,3,05_09,311000,6
2014,4,5,15_19,313920,6
2014,4,6,20_24,331010,15
2014,4,7,25_29,303010,15
2014,4,8,30_34,285470,9
2014,4,9,35_39,276240,18
2014,4,10,40_44,314430,33
2014,4,11,45_49,314790,51
2014,4,12,50_54,320840,84
2014,4,13,55_59,283790,108
2014,4,14,60_64,247660,129
2014,4,15,65_69,220930,180
2014,4,16,70_74,161400,231
2014,4,17,75_79,116290,261
2014,4,18,80_84,82670,366
2014,4,19,85_89,51560,363
2014,4,20,95_,26740,372
2014,5,1,00_00,58520,60
2014,5,2,01_04,248290,3
2014,5,3,05_09,311000,6
2014,5,5,15_19,313920,9
2014,5,6,20_24,331010,21
2014,5,7,25_29,303010,15
2014,5,8,30_34,285470,9
2014,5,9,35_39,276240,15
2014,5,10,40_44,314430,36
2014,5,11,45_49,314790,48
2014,5,12,50_54,320840,81
2014,5,13,55_59,283790,105
2014,5,14,60_64,247660,135
2014,5,15,65_69,220930,213
2014,5,16,70_74,161400,243
2014,5,17,75_79,116290,294
2014,5,18,80_84,82670,429
2014,5,19,85_89,51560,426
2014,5,20,95_,26740,531
2014,6,1,00_00,58520,45
2014,6,2,01_04,248290,3
2014,6,3,05_09,311000,3
2014,6,4,10_14,295790,6
2014,6,5,15_19,313920,9
2014,6,6,20_24,331010,12
2014,6,7,25_29,303010,6
2014,6,8,30_34,285470,27
2014,6,9,35_39,276240,24
2014,6,10,40_44,314430,36
2014,6,11,45_49,314790,51
2014,6,12,50_54,320840,81
2014,6,13,55_59,283790,108
2014,6,14,60_64,247660,138
2014,6,15,65_69,220930,183
2014,6,16,70_74,161400,249
2014,6,17,75_79,116290,297
2014,6,18,80_84,82670,417
2014,6,19,85_89,51560,468
2014,6,20,95_,26740,498
2014,7,1,00_00,58520,30
2014,7,2,01_04,248290,3
2014,7,3,05_09,311000,3
2014,7,5,15_19,313920,15
2014,7,6,20_24,331010,15
2014,7,7,25_29,303010,18
2014,7,8,30_34,285470,12
2014,7,9,35_39,276240,24
2014,7,10,40_44,314430,36
2014,7,11,45_49,314790,60
2014,7,12,50_54,320840,81
2014,7,13,55_59,283790,108
2014,7,14,60_64,247660,144
2014,7,15,65_69,220930,216
2014,7,16,70_74,161400,261
2014,7,17,75_79,116290,363
2014,7,18,80_84,82670,471
2014,7,19,85_89,51560,594
2014,7,20,95_,26740,567
2014,8,1,00_00,58520,21
2014,8,2,01_04,248290,9
2014,8,3,05_09,311000,3
2014,8,4,10_14,295790,3
2014,8,5,15_19,313920,12
2014,8,6,20_24,331010,6
2014,8,7,25_29,303010,12
2014,8,8,30_34,285470,18
2014,8,9,35_39,276240,18
2014,8,10,40_44,314430,33
2014,8,11,45_49,314790,45
2014,8,12,50_54,320840,72
2014,8,13,55_59,283790,93
2014,8,14,60_64,247660,156
2014,8,15,65_69,220930,213
2014,8,16,70_74,161400,237
2014,8,17,75_79,116290,339
2014,8,18,80_84,82670,468
2014,8,19,85_89,51560,525
2014,8,20,95_,26740,558
2014,9,1,00_00,58520,21
2014,9,2,01_04,248290,9
2014,9,3,05_09,311000,3
2014,9,4,10_14,295790,6
2014,9,5,15_19,313920,9
2014,9,6,20_24,331010,12
2014,9,7,25_29,303010,12
2014,9,8,30_34,285470,18
2014,9,9,35_39,276240,24
2014,9,10,40_44,314430,36
2014,9,11,45_49,314790,42
2014,9,12,50_54,320840,99
2014,9,13,55_59,283790,126
2014,9,14,60_64,247660,153
2014,9,15,65_69,220930,192
2014,9,16,70_74,161400,276
2014,9,17,75_79,116290,342
2014,9,18,80_84,82670,429
2014,9,19,85_89,51560,507
2014,9,20,95_,26740,567
2014,10,1,00_00,58520,18
2014,10,2,01_04,248290,6
2014,10,3,05_09,311000,3
2014,10,5,15_19,313920,18
2014,10,6,20_24,331010,18
2014,10,7,25_29,303010,9
2014,10,8,30_34,285470,15
2014,10,9,35_39,276240,18
2014,10,10,40_44,314430,24
2014,10,11,45_49,314790,48
2014,10,12,50_54,320840,96
2014,10,13,55_59,283790,102
2014,10,14,60_64,247660,156
2014,10,15,65_69,220930,210
2014,10,16,70_74,161400,252
2014,10,17,75_79,116290,336
2014,10,18,80_84,82670,420
2014,10,19,85_89,51560,519
2014,10,20,95_,26740,561
2014,11,1,00_00,58520,21
2014,11,2,01_04,248290,6
2014,11,3,05_09,311000,6
2014,11,4,10_14,295790,3
2014,11,5,15_19,313920,15
2014,11,6,20_24,331010,15
2014,11,7,25_29,303010,12
2014,11,8,30_34,285470,18
2014,11,9,35_39,276240,27
2014,11,10,40_44,314430,39
2014,11,11,45_49,314790,33
2014,11,12,50_54,320840,75
2014,11,13,55_59,283790,93
2014,11,14,60_64,247660,150
2014,11,15,65_69,220930,171
2014,11,16,70_74,161400,249
2014,11,17,75_79,116290,264
2014,11,18,80_84,82670,375
2014,11,19,85_89,51560,435
2014,11,20,95_,26740,456
2014,12,1,00_00,58520,30
2014,12,2,01_04,248290,3
2014,12,5,15_19,313920,9
2014,12,6,20_24,331010,15
2014,12,7,25_29,303010,15
2014,12,8,30_34,285470,15
2014,12,9,35_39,276240,18
2014,12,10,40_44,314430,30
2014,12,11,45_49,314790,51
2014,12,12,50_54,320840,90
2014,12,13,55_59,283790,132
2014,12,14,60_64,247660,141
2014,12,15,65_69,220930,237
2014,12,16,70_74,161400,231
2014,12,17,75_79,116290,270
2014,12,18,80_84,82670,420
2014,12,19,85_89,51560,477
2014,12,20,95_,26740,477
2015,1,1,00_00,59140,18
2015,1,2,01_04,245530,6
2015,1,3,05_09,319160,3
2015,1,4,10_14,295500,3
2015,1,5,15_19,316110,12
2015,1,6,20_24,340630,21
2015,1,7,25_29,327230,15
2015,1,8,30_34,297920,12
2015,1,9,35_39,282630,15
2015,1,10,40_44,310310,39
2015,1,11,45_49,320200,48
2015,1,12,50_54,321680,90
2015,1,13,55_59,293350,99
2015,1,14,60_64,253030,144
2015,1,15,65_69,228760,198
2015,1,16,70_74,165830,228
2015,1,17,75_79,123510,303
2015,1,18,80_84,82410,387
2015,1,19,85_89,52900,429
2015,1,20,95_,27890,465
2015,2,1,00_00,59140,18
2015,2,2,01_04,245530,6
2015,2,3,05_09,319160,3
2015,2,5,15_19,316110,12
2015,2,6,20_24,340630,15
2015,2,7,25_29,327230,12
2015,2,8,30_34,297920,24
2015,2,9,35_39,282630,21
2015,2,10,40_44,310310,24
2015,2,11,45_49,320200,48
2015,2,12,50_54,321680,84
2015,2,13,55_59,293350,96
2015,2,14,60_64,253030,117
2015,2,15,65_69,228760,186
2015,2,16,70_74,165830,201
2015,2,17,75_79,123510,258
2015,2,18,80_84,82410,330
2015,2,19,85_89,52900,387
2015,2,20,95_,27890,408
2015,3,1,00_00,59140,21
2015,3,2,01_04,245530,9
2015,3,3,05_09,319160,3
2015,3,5,15_19,316110,18
2015,3,6,20_24,340630,15
2015,3,7,25_29,327230,18
2015,3,8,30_34,297920,12
2015,3,9,35_39,282630,18
2015,3,10,40_44,310310,24
2015,3,11,45_49,320200,54
2015,3,12,50_54,321680,87
2015,3,13,55_59,293350,108
2015,3,14,60_64,253030,147
2015,3,15,65_69,228760,213
2015,3,16,70_74,165830,264
2015,3,17,75_79,123510,300
2015,3,18,80_84,82410,387
2015,3,19,85_89,52900,405
2015,3,20,95_,27890,459
2015,4,1,00_00,59140,21
2015,4,2,01_04,245530,3
2015,4,5,15_19,316110,21
2015,4,6,20_24,340630,15
2015,4,7,25_29,327230,15
2015,4,8,30_34,297920,12
2015,4,9,35_39,282630,12
2015,4,10,40_44,310310,33
2015,4,11,45_49,320200,54
2015,4,12,50_54,321680,66
2015,4,13,55_59,293350,93
2015,4,14,60_64,253030,123
2015,4,15,65_69,228760,216
2015,4,16,70_74,165830,222
2015,4,17,75_79,123510,279
2015,4,18,80_84,82410,393
2015,4,19,85_89,52900,417
2015,4,20,95_,27890,456
2015,5,1,00_00,59140,12
2015,5,2,01_04,245530,3
2015,5,4,10_14,295500,9
2015,5,5,15_19,316110,9
2015,5,6,20_24,340630,21
2015,5,7,25_29,327230,12
2015,5,8,30_34,297920,21
2015,5,9,35_39,282630,24
2015,5,10,40_44,310310,27
2015,5,11,45_49,320200,48
2015,5,12,50_54,321680,66
2015,5,13,55_59,293350,105
2015,5,14,60_64,253030,144
2015,5,15,65_69,228760,183
2015,5,16,70_74,165830,246
2015,5,17,75_79,123510,291
2015,5,18,80_84,82410,381
2015,5,19,85_89,52900,423
2015,5,20,95_,27890,459
2015,6,1,00_00,59140,21
2015,6,2,01_04,245530,3
2015,6,4,10_14,295500,3
2015,6,5,15_19,316110,9
2015,6,6,20_24,340630,21
2015,6,7,25_29,327230,12
2015,6,8,30_34,297920,12
2015,6,9,35_39,282630,24
2015,6,10,40_44,310310,45
2015,6,11,45_49,320200,54
2015,6,12,50_54,321680,81
2015,6,13,55_59,293350,120
2015,6,14,60_64,253030,153
2015,6,15,65_69,228760,213
2015,6,16,70_74,165830,270
2015,6,17,75_79,123510,303
2015,6,18,80_84,82410,432
2015,6,19,85_89,52900,486
2015,6,20,95_,27890,495
2015,7,1,00_00,59140,24
2015,7,2,01_04,245530,6
2015,7,4,10_14,295500,6
2015,7,5,15_19,316110,9
2015,7,6,20_24,340630,12
2015,7,7,25_29,327230,15
2015,7,8,30_34,297920,18
2015,7,9,35_39,282630,15
2015,7,10,40_44,310310,30
2015,7,11,45_49,320200,66
2015,7,12,50_54,321680,78
2015,7,13,55_59,293350,108
2015,7,14,60_64,253030,159
2015,7,15,65_69,228760,213
2015,7,16,70_74,165830,282
2015,7,17,75_79,123510,333
2015,7,18,80_84,82410,507
2015,7,19,85_89,52900,522
2015,7,20,95_,27890,639
2015,8,1,00_00,59140,24
2015,8,3,05_09,319160,3
2015,8,5,15_19,316110,12
2015,8,6,20_24,340630,15
2015,8,7,25_29,327230,12
2015,8,8,30_34,297920,15
2015,8,9,35_39,282630,15
2015,8,10,40_44,310310,33
2015,8,11,45_49,320200,48
2015,8,12,50_54,321680,66
2015,8,13,55_59,293350,117
2015,8,14,60_64,253030,141
2015,8,15,65_69,228760,189
2015,8,16,70_74,165830,285
2015,8,17,75_79,123510,390
2015,8,18,80_84,82410,441
2015,8,19,85_89,52900,549
2015,8,20,95_,27890,630
2015,9,1,00_00,59140,21
2015,9,2,01_04,245530,6
2015,9,3,05_09,319160,6
2015,9,5,15_19,316110,12
2015,9,6,20_24,340630,9
2015,9,7,25_29,327230,21
2015,9,8,30_34,297920,18
2015,9,9,35_39,282630,21
2015,9,10,40_44,310310,30
2015,9,11,45_49,320200,54
2015,9,12,50_54,321680,90
2015,9,13,55_59,293350,120
2015,9,14,60_64,253030,132
2015,9,15,65_69,228760,207
2015,9,16,70_74,165830,270
2015,9,17,75_79,123510,363
2015,9,18,80_84,82410,447
2015,9,19,85_89,52900,531
2015,9,20,95_,27890,621
2015,10,1,00_00,59140,21
2015,10,2,01_04,245530,6
2015,10,4,10_14,295500,3
2015,10,5,15_19,316110,6
2015,10,6,20_24,340630,18
2015,10,7,25_29,327230,12
2015,10,8,30_34,297920,9
2015,10,9,35_39,282630,18
2015,10,10,40_44,310310,24
2015,10,11,45_49,320200,51
2015,10,12,50_54,321680,93
2015,10,13,55_59,293350,105
2015,10,14,60_64,253030,129
2015,10,15,65_69,228760,195
2015,10,16,70_74,165830,261
2015,10,17,75_79,123510,342
2015,10,18,80_84,82410,387
2015,10,19,85_89,52900,465
2015,10,20,95_,27890,495
2015,11,1,00_00,59140,18
2015,11,2,01_04,245530,3
2015,11,3,05_09,319160,6
2015,11,4,10_14,295500,3
2015,11,5,15_19,316110,15
2015,11,6,20_24,340630,18
2015,11,7,25_29,327230,15
2015,11,8,30_34,297920,15
2015,11,9,35_39,282630,21
2015,11,10,40_44,310310,24
