year_reg,month_reg,ethnicity,sex,age_group,count
2021,1,Total,Female,00_00,9
2021,1,Total,Female,01_04,3
2021,1,Total,Female,10_14,3
2021,1,Total,Female,15_19,6
2021,1,Total,Female,20_24,3
2021,1,Total,Female,25_29,3
2021,1,Total,Female,30_34,6
2021,1,Total,Female,35_39,12
2021,1,Total,Female,40_44,15
2021,1,Total,Female,45_49,18
2021,1,Total,Female,50_54,30
2021,1,Total,Female,55_59,48
2021,1,Total,Female,60_64,69
2021,1,Total,Female,65_69,78
2021,1,Total,Female,70_74,132
2021,1,Total,Female,75_79,150
2021,1,Total,Female,80_84,216
2021,1,Total,Female,85_89,249
2021,1,Total,Female,90_94,225
2021,1,Total,Female,95_,117
2021,1,Total,Male,00_00,15
2021,1,Total,Male,15_19,12
2021,1,Total,Male,20_24,15
2021,1,Total,Male,25_29,12
2021,1,Total,Male,30_34,12
2021,1,Total,Male,35_39,15
2021,1,Total,Male,40_44,21
2021,1,Total,Male,45_49,27
2021,1,Total,Male,50_54,48
2021,1,Total,Male,55_59,69
2021,1,Total,Male,60_64,90
2021,1,Total,Male,65_69,117
2021,1,Total,Male,70_74,180
2021,1,Total,Male,75_79,183
2021,1,Total,Male,80_84,207
2021,1,Total,Male,85_89,228
2021,1,Total,Male,90_94,141
2021,1,Total,Male,95_,54
2021,2,Total,Female,00_00,9
2021,2,Total,Female,05_09,3
2021,2,Total,Female,10_14,3
2021,2,Total,Female,15_19,3
2021,2,Total,Female,25_29,6
2021,2,Total,Female,30_34,3
2021,2,Total,Female,35_39,9
2021,2,Total,Female,40_44,12
2021,2,Total,Female,45_49,21
2021,2,Total,Female,50_54,30
2021,2,Total,Female,55_59,45
2021,2,Total,Female,60_64,63
2021,2,Total,Female,65_69,96
2021,2,Total,Female,70_74,111
2021,2,Total,Female,75_79,111
2021,2,Total,Female,80_84,195
2021,2,Total,Female,85_89,189
2021,2,Total,Female,90_94,198
2021,2,Total,Female,95_,114
2021,2,Total,Male,00_00,12
2021,2,Total,Male,05_09,3
2021,2,Total,Male,10_14,3
2021,2,Total,Male,15_19,3
2021,2,Total,Male,20_24,9
2021,2,Total,Male,25_29,9
2021,2,Total,Male,30_34,12
2021,2,Total,Male,35_39,15
2021,2,Total,Male,40_44,21
2021,2,Total,Male,45_49,27
2021,2,Total,Male,50_54,48
2021,2,Total,Male,55_59,57
2021,2,Total,Male,60_64,90
2021,2,Total,Male,65_69,96
2021,2,Total,Male,70_74,156
2021,2,Total,Male,75_79,162
2021,2,Total,Male,80_84,180
2021,2,Total,Male,85_89,195
2021,2,Total,Male,90_94,129
2021,2,Total,Male,95_,51
2021,3,Total,Female,00_00,6
2021,3,Total,Female,01_04,3
2021,3,Total,Female,20_24,9
2021,3,Total,Female,25_29,9
2021,3,Total,Female,30_34,3
2021,3,Total,Female,35_39,9
2021,3,Total,Female,40_44,15
2021,3,Total,Female,45_49,18
2021,3,Total,Female,50_54,42
2021,3,Total,Female,55_59,45
2021,3,Total,Female,60_64,81
2021,3,Total,Female,65_69,84
2021,3,Total,Female,70_74,123
2021,3,Total,Female,75_79,156
2021,3,Total,Female,80_84,213
2021,3,Total,Female,85_89,255
2021,3,Total,Female,90_94,237
2021,3,Total,Female,95_,141
2021,3,Total,Male,00_00,15
2021,3,Total,Male,05_09,3
2021,3,Total,Male,15_19,9
2021,3,Total,Male,20_24,15
2021,3,Total,Male,25_29,21
2021,3,Total,Male,30_34,18
2021,3,Total,Male,35_39,21
2021,3,Total,Male,40_44,21
2021,3,Total,Male,45_49,36
2021,3,Total,Male,50_54,45
2021,3,Total,Male,55_59,81
2021,3,Total,Male,60_64,84
2021,3,Total,Male,65_69,111
2021,3,Total,Male,70_74,162
2021,3,Total,Male,75_79,180
2021,3,Total,Male,80_84,231
2021,3,Total,Male,85_89,198
2021,3,Total,Male,90_94,153
2021,3,Total,Male,95_,51
2021,4,Total,Female,00_00,9
2021,4,Total,Female,01_04,3
2021,4,Total,Female,20_24,3
2021,4,Total,Female,25_29,3
2021,4,Total,Female,30_34,3
2021,4,Total,Female,35_39,12
2021,4,Total,Female,40_44,18
2021,4,Total,Female,45_49,12
2021,4,Total,Female,50_54,30
2021,4,Total,Female,55_59,51
2021,4,Total,Female,60_64,66
2021,4,Total,Female,65_69,72
2021,4,Total,Female,70_74,105
2021,4,Total,Female,75_79,147
2021,4,Total,Female,80_84,195
2021,4,Total,Female,85_89,222
2021,4,Total,Female,90_94,222
2021,4,Total,Female,95_,135
2021,4,Total,Male,00_00,9
2021,4,Total,Male,01_04,3
2021,4,Total,Male,10_14,3
2021,4,Total,Male,20_24,9
2021,4,Total,Male,25_29,9
2021,4,Total,Male,30_34,18
2021,4,Total,Male,35_39,15
2021,4,Total,Male,40_44,15
2021,4,Total,Male,45_49,27
2021,4,Total,Male,50_54,54
2021,4,Total,Male,55_59,63
2021,4,Total,Male,60_64,84
2021,4,Total,Male,65_69,108
2021,4,Total,Male,70_74,147
2021,4,Total,Male,75_79,189
2021,4,Total,Male,80_84,222
2021,4,Total,Male,85_89,207
2021,4,Total,Male,90_94,150
2021,4,Total,Male,95_,48
2021,5,Total,Female,00_00,9
2021,5,Total,Female,01_04,6
2021,5,Total,Female,10_14,3
2021,5,Total,Female,15_19,6
2021,5,Total,Female,20_24,6
2021,5,Total,Female,25_29,3
2021,5,Total,Female,30_34,3
2021,5,Total,Female,35_39,6
2021,5,Total,Female,40_44,21
2021,5,Total,Female,45_49,18
2021,5,Total,Female,50_54,36
2021,5,Total,Female,55_59,51
2021,5,Total,Female,60_64,54
2021,5,Total,Female,65_69,78
2021,5,Total,Female,70_74,117
2021,5,Total,Female,75_79,153
2021,5,Total,Female,80_84,213
2021,5,Total,Female,85_89,243
2021,5,Total,Female,90_94,234
2021,5,Total,Female,95_,117
2021,5,Total,Male,00_00,15
2021,5,Total,Male,01_04,3
2021,5,Total,Male,10_14,3
2021,5,Total,Male,15_19,6
2021,5,Total,Male,20_24,6
2021,5,Total,Male,25_29,9
2021,5,Total,Male,30_34,27
2021,5,Total,Male,35_39,15
2021,5,Total,Male,40_44,15
2021,5,Total,Male,45_49,30
2021,5,Total,Male,50_54,42
2021,5,Total,Male,55_59,66
2021,5,Total,Male,60_64,102
2021,5,Total,Male,65_69,135
2021,5,Total,Male,70_74,180
2021,5,Total,Male,75_79,198
2021,5,Total,Male,80_84,237
2021,5,Total,Male,85_89,234
2021,5,Total,Male,90_94,180
2021,5,Total,Male,95_,48
2021,6,Total,Female,00_00,15
2021,6,Total,Female,01_04,3
2021,6,Total,Female,10_14,3
2021,6,Total,Female,20_24,3
2021,6,Total,Female,25_29,3
2021,6,Total,Female,30_34,6
2021,6,Total,Female,35_39,6
2021,6,Total,Female,40_44,12
2021,6,Total,Female,45_49,21
2021,6,Total,Female,50_54,36
2021,6,Total,Female,55_59,42
2021,6,Total,Female,60_64,63
2021,6,Total,Female,65_69,96
2021,6,Total,Female,70_74,138
2021,6,Total,Female,75_79,150
2021,6,Total,Female,80_84,225
2021,6,Total,Female,85_89,252
2021,6,Total,Female,90_94,222
2021,6,Total,Female,95_,150
2021,6,Total,Male,00_00,21
2021,6,Total,Male,01_04,3
2021,6,Total,Male,10_14,3
2021,6,Total,Male,15_19,3
2021,6,Total,Male,20_24,6
2021,6,Total,Male,25_29,15
2021,6,Total,Male,30_34,12
2021,6,Total,Male,35_39,18
2021,6,Total,Male,40_44,24
2021,6,Total,Male,45_49,33
2021,6,Total,Male,50_54,42
2021,6,Total,Male,55_59,78
2021,6,Total,Male,60_64,90
2021,6,Total,Male,65_69,135
2021,6,Total,Male,70_74,162
2021,6,Total,Male,75_79,201
2021,6,Total,Male,80_84,243
2021,6,Total,Male,85_89,252
2021,6,Total,Male,90_94,183
2021,6,Total,Male,95_,66
2021,7,Total,Female,00_00,3
2021,7,Total,Female,01_04,3
2021,7,Total,Female,05_09,3
2021,7,Total,Female,10_14,3
2021,7,Total,Female,15_19,3
2021,7,Total,Female,20_24,3
2021,7,Total,Female,25_29,6
2021,7,Total,Female,30_34,6
2021,7,Total,Female,35_39,9
2021,7,Total,Female,40_44,12
2021,7,Total,Female,45_49,24
2021,7,Total,Female,50_54,36
2021,7,Total,Female,55_59,51
2021,7,Total,Female,60_64,72
2021,7,Total,Female,65_69,81
2021,7,Total,Female,70_74,144
2021,7,Total,Female,75_79,171
2021,7,Total,Female,80_84,225
2021,7,Total,Female,85_89,258
2021,7,Total,Female,90_94,279
2021,7,Total,Female,95_,153
2021,7,Total,Male,00_00,18
2021,7,Total,Male,01_04,3
2021,7,Total,Male,05_09,3
2021,7,Total,Male,10_14,3
2021,7,Total,Male,15_19,3
2021,7,Total,Male,20_24,12
2021,7,Total,Male,25_29,12
2021,7,Total,Male,30_34,15
2021,7,Total,Male,35_39,15
2021,7,Total,Male,40_44,18
2021,7,Total,Male,45_49,21
2021,7,Total,Male,50_54,39
2021,7,Total,Male,55_59,60
2021,7,Total,Male,60_64,90
2021,7,Total,Male,65_69,132
2021,7,Total,Male,70_74,162
2021,7,Total,Male,75_79,228
2021,7,Total,Male,80_84,279
2021,7,Total,Male,85_89,276
2021,7,Total,Male,90_94,177
2021,7,Total,Male,95_,81
2021,8,Total,Female,00_00,9
2021,8,Total,Female,01_04,6
2021,8,Total,Female,15_19,3
2021,8,Total,Female,20_24,6
2021,8,Total,Female,25_29,6
2021,8,Total,Female,30_34,6
2021,8,Total,Female,35_39,9
2021,8,Total,Female,40_44,9
2021,8,Total,Female,45_49,15
2021,8,Total,Female,50_54,30
2021,8,Total,Female,55_59,45
2021,8,Total,Female,60_64,84
2021,8,Total,Female,65_69,108
2021,8,Total,Female,70_74,126
2021,8,Total,Female,75_79,180
2021,8,Total,Female,80_84,249
2021,8,Total,Female,85_89,273
2021,8,Total,Female,90_94,282
2021,8,Total,Female,95_,138
2021,8,Total,Male,00_00,15
2021,8,Total,Male,10_14,3
2021,8,Total,Male,15_19,12
2021,8,Total,Male,20_24,3
2021,8,Total,Male,25_29,9
2021,8,Total,Male,30_34,9
2021,8,Total,Male,35_39,12
2021,8,Total,Male,40_44,24
2021,8,Total,Male,45_49,27
2021,8,Total,Male,50_54,45
2021,8,Total,Male,55_59,81
2021,8,Total,Male,60_64,84
2021,8,Total,Male,65_69,141
2021,8,Total,Male,70_74,186
2021,8,Total,Male,75_79,225
2021,8,Total,Male,80_84,258
2021,8,Total,Male,85_89,246
2021,8,Total,Male,90_94,165
2021,8,Total,Male,95_,84
2021,9,Total,Female,00_00,12
2021,9,Total,Female,15_19,6
2021,9,Total,Female,20_24,3
2021,9,Total,Female,25_29,3
2021,9,Total,Female,30_34,6
2021,9,Total,Female,35_39,9
2021,9,Total,Female,40_44,9
2021,9,Total,Female,45_49,21
2021,9,Total,Female,50_54,33
2021,9,Total,Female,55_59,48
2021,9,Total,Female,60_64,84
2021,9,Total,Female,65_69,96
2021,9,Total,Female,70_74,120
2021,9,Total,Female,75_79,183
2021,9,Total,Female,80_84,219
2021,9,Total,Female,85_89,231
2021,9,Total,Female,90_94,291
2021,9,Total,Female,95_,165
2021,9,Total,Male,00_00,18
2021,9,Total,Male,01_04,3
2021,9,Total,Male,10_14,3
2021,9,Total,Male,15_19,9
2021,9,Total,Male,20_24,9
2021,9,Total,Male,25_29,6
2021,9,Total,Male,30_34,6
2021,9,Total,Male,35_39,12
2021,9,Total,Male,40_44,18
2021,9,Total,Male,45_49,24
2021,9,Total,Male,50_54,48
2021,9,Total,Male,55_59,66
2021,9,Total,Male,60_64,90
2021,9,Total,Male,65_69,150
2021,9,Total,Male,70_74,168
2021,9,Total,Male,75_79,177
2021,9,Total,Male,80_84,228
2021,9,Total,Male,85_89,255
2021,9,Total,Male,90_94,177
2021,9,Total,Male,95_,84
2021,10,Total,Female,00_00,9
2021,10,Total,Female,15_19,6
2021,10,Total,Female,20_24,6
2021,10,Total,Female,25_29,3
2021,10,Total,Female,30_34,3
2021,10,Total,Female,35_39,9
2021,10,Total,Female,40_44,9
2021,10,Total,Female,45_49,21
2021,10,Total,Female,50_54,27
2021,10,Total,Female,55_59,45
2021,10,Total,Female,60_64,78
2021,10,Total,Female,65_69,75
2021,10,Total,Female,70_74,114
2021,10,Total,Female,75_79,120
2021,10,Total,Female,80_84,204
2021,10,Total,Female,85_89,219
2021,10,Total,Female,90_94,219
2021,10,Total,Female,95_,141
2021,10,Total,Male,00_00,9
2021,10,Total,Male,01_04,3
2021,10,Total,Male,10_14,3
2021,10,Total,Male,15_19,6
2021,10,Total,Male,20_24,15
2021,10,Total,Male,25_29,12
2021,10,Total,Male,30_34,18
2021,10,Total,Male,35_39,12
2021,10,Total,Male,40_44,18
2021,10,Total,Male,45_49,21
2021,10,Total,Male,50_54,42
2021,10,Total,Male,55_59,81
2021,10,Total,Male,60_64,84
2021,10,Total,Male,65_69,111
2021,10,Total,Male,70_74,147
2021,10,Total,Male,75_79,192
2021,10,Total,Male,80_84,243
2021,10,Total,Male,85_89,216
2021,10,Total,Male,90_94,150
2021,10,Total,Male,95_,60
2021,11,Total,Female,00_00,6
2021,11,Total,Female,01_04,3
2021,11,Total,Female,05_09,3
2021,11,Total,Female,10_14,3
2021,11,Total,Female,15_19,6
2021,11,Total,Female,20_24,9
2021,11,Total,Female,25_29,12
2021,11,Total,Female,30_34,6
2021,11,Total,Female,35_39,9
2021,11,Total,Female,40_44,15
2021,11,Total,Female,45_49,18
2021,11,Total,Female,50_54,39
2021,11,Total,Female,55_59,42
2021,11,Total,Female,60_64,60
2021,11,Total,Female,65_69,87
2021,11,Total,Female,70_74,105
2021,11,Total,Female,75_79,156
2021,11,Total,Female,80_84,201
2021,11,Total,Female,85_89,270
2021,11,Total,Female,90_94,207
2021,11,Total,Female,95_,138
2021,11,Total,Male,00_00,6
2021,11,Total,Male,05_09,3
2021,11,Total,Male,15_19,6
2021,11,Total,Male,20_24,12
2021,11,Total,Male,25_29,9
2021,11,Total,Male,30_34,9
2021,11,Total,Male,35_39,15
2021,11,Total,Male,40_44,27
2021,11,Total,Male,45_49,27
2021,11,Total,Male,50_54,60
2021,11,Total,Male,55_59,66
2021,11,Total,Male,60_64,96
2021,11,Total,Male,65_69,126
2021,11,Total,Male,70_74,189
2021,11,Total,Male,75_79,219
2021,11,Total,Male,80_84,222
2021,11,Total,Male,85_89,237
2021,11,Total,Male,90_94,165
2021,11,Total,Male,95_,63
2021,12,Total,Female,00_00,6
2021,12,Total,Female,01_04,3
2021,12,Total,Female,15_19,3
2021,12,Total,Female,20_24,9
2021,12,Total,Female,25_29,3
2021,12,Total,Female,30_34,9
2021,12,Total,Female,35_39,9
2021,12,Total,Female,40_44,9
2021,12,Total,Female,45_49,21
2021,12,Total,Female,50_54,36
2021,12,Total,Female,55_59,57
2021,12,Total,Female,60_64,57
