"Deaths by age and sex (Annual-Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over"
1948,786,114,48,30,27,27,18,12,12,9,18,15,15,15,18,15,15,18,30,24,36,24,39,21,27,21,27,27,30,15,24,21,30,27,27,24,39,30,30,33,27,33,66,42,42,48,60,57,81,90,75,57,87,81,102,99,114,99,147,144,162,159,189,243,249,264,225,252,273,267,255,228,255,279,279,246,264,216,255,213,210,150,177,135,132,102,123,81,78,57,36,33,30,30,12,12,9,3,6,3,9,561,87,39,18,27,24,12,12,9,9,12,6,12,21,9,12,21,18,24,18,24,24,24,18,27,33,30,18,30,24,21,24,30,21,27,33,30,27,27,39,33,33,33,42,36,39,39,48,54,39,66,42,69,60,72,60,96,93,96,102,114,93,126,138,156,171,168,177,180,204,201,177,204,201,195,201,225,207,213,171,195,186,195,147,144,123,105,81,102,51,54,42,33,24,27,9,15,9,6,3,18
1949,828,102,63,42,21,21,15,12,18,9,9,15,9,12,12,12,24,27,21,33,24,30,30,21,30,21,27,24,18,18,21,27,27,33,21,39,33,21,36,48,45,36,45,39,36,72,36,39,87,72,96,63,93,81,111,66,99,123,138,138,177,147,168,204,207,276,237,231,270,261,291,237,297,327,309,243,255,186,225,228,183,174,153,174,138,114,111,78,72,51,36,24,33,27,9,9,9,6,6,6,3,639,108,42,36,21,15,12,12,9,6,9,9,12,9,9,6,15,18,15,21,9,21,15,18,27,24,18,21,21,24,21,21,24,21,30,30,33,24,39,27,30,33,36,45,27,51,48,54,51,57,54,63,78,66,84,69,96,81,102,96,120,111,132,123,156,174,138,156,198,210,222,180,234,219,213,213,207,219,225,213,180,162,168,180,156,138,114,105,72,96,69,45,45,36,15,18,9,6,3,3,9
1950,759,90,39,33,24,15,12,9,24,12,12,12,12,6,15,15,18,21,24,36,27,24,36,18,21,27,21,15,24,15,21,21,33,24,27,30,45,27,39,39,45,21,42,42,48,51,51,51,72,84,93,81,75,90,96,114,108,114,153,138,156,144,204,192,225,273,234,243,249,297,291,255,327,303,309,279,297,222,279,255,237,192,180,156,162,132,123,102,78,66,48,30,30,24,12,15,15,6,3,3,6,606,75,36,24,9,15,12,9,9,12,6,9,6,9,6,6,12,18,15,15,12,15,15,24,21,15,18,12,24,24,15,24,15,27,30,27,24,33,33,30,39,24,39,39,39,48,48,54,54,54,72,36,48,81,75,66,93,93,93,108,108,126,129,141,135,177,171,195,180,222,219,168,261,234,234,204,207,195,234,201,240,177,189,162,180,150,135,114,93,87,84,54,42,30,27,15,24,6,6,6,9
1951,819,81,48,30,21,24,18,18,9,12,12,12,6,12,6,24,12,18,24,27,30,21,30,33,30,27,27,24,30,33,27,27,24,36,27,27,33,30,48,45,33,51,54,48,54,48,69,78,66,90,75,81,96,102,99,105,99,123,150,162,159,156,222,216,213,264,237,270,270,291,339,285,294,312,294,306,294,246,228,252,216,225,210,186,165,135,120,99,81,75,36,48,39,21,15,18,9,6,3,3,3,555,84,18,30,15,18,12,6,9,12,12,6,3,9,9,12,6,9,12,15,18,12,15,6,15,18,15,15,18,18,21,21,18,24,18,24,24,27,21,24,27,39,36,42,33,45,39,48,51,60,75,63,63,63,87,72,114,84,93,114,123,108,144,153,165,159,177,159,198,195,231,240,255,237,240,267,252,216,255,240,222,207,195,198,195,183,156,120,105,72,75,63,51,33,24,24,9,12,9,6,15
1952,804,93,48,30,24,18,18,15,18,9,12,15,15,9,15,18,12,24,21,21,27,33,30,24,30,18,30,39,36,24,30,27,33,27,27,33,39,33,39,42,39,45,42,42,57,60,54,57,66,84,75,78,126,102,105,90,126,111,141,135,129,138,201,207,207,246,252,270,276,273,303,285,312,312,291,318,288,276,261,249,243,228,198,177,168,150,144,105,69,72,45,36,33,21,12,9,12,6,0,3,6,672,84,36,30,18,15,15,12,6,12,9,9,12,6,6,6,9,12,12,6,12,6,9,12,6,15,15,15,21,15,9,18,24,12,12,33,27,24,27,30,36,30,42,33,33,45,51,54,51,54,63,60,96,78,72,81,69,90,111,93,123,105,138,135,159,171,168,195,189,186,204,219,255,261,267,276,291,249,231,252,231,189,210,186,189,174,150,114,117,96,57,48,48,30,15,21,12,9,9,3,12
1953,792,72,48,39,21,12,15,9,15,15,15,18,12,3,12,21,18,12,27,30,30,24,21,39,24,27,24,27,21,27,36,21,36,24,15,27,27,24,36,30,45,39,51,51,51,57,60,69,78,90,75,63,120,114,114,96,114,126,153,141,135,138,207,192,222,228,228,246,273,285,285,249,309,327,342,291,324,291,279,246,237,189,207,210,174,129,120,102,75,66,51,24,27,27,21,12,12,9,3,6,3,543,63,39,33,21,15,6,12,15,9,9,9,18,9,12,6,9,9,9,6,15,9,12,6,18,9,9,15,12,21,18,15,18,21,12,12,12,18,27,39,30,33,42,39,45,51,48,51,57,60,51,45,75,72,75,54,81,105,114,96,105,90,111,132,156,174,138,168,183,210,225,201,237,273,246,270,240,216,249,216,210,201,213,213,189,141,138,120,90,84,84,51,51,33,21,24,15,6,6,3,12
1954,753,75,45,36,18,27,15,9,9,6,6,6,12,12,12,15,15,18,18,30,36,42,30,30,24,36,24,21,39,24,27,21,30,33,21,27,30,33,30,39,36,30,48,45,48,57,60,63,75,72,87,75,84,99,120,87,141,123,129,153,207,147,186,213,219,252,246,258,240,270,267,249,321,321,363,315,345,279,303,273,255,192,225,201,213,162,147,114,93,69,51,39,42,24,18,9,6,9,3,3,3,546,72,36,36,21,15,18,12,9,9,12,6,6,6,6,3,9,9,15,12,9,12,12,18,12,12,21,21,12,21,18,12,15,15,24,12,18,21,30,30,15,21,33,33,39,42,39,45,51,48,54,45,69,81,69,57,81,81,102,114,135,78,114,126,138,150,159,147,177,210,219,201,243,261,288,300,282,246,273,231,249,189,204,180,207,171,162,132,111,102,60,63,54,33,36,24,15,9,18,6,12
1955,819,87,36,30,15,18,21,18,15,12,18,9,9,9,15,12,24,21,27,21,30,24,24,33,18,24,24,24,27,24,30,18,27,21,24,36,33,27,30,48,33,36,45,45,48,57,60,75,60,81,75,102,99,108,126,144,129,129,135,144,147,171,177,150,216,234,219,255,273,261,297,276,321,309,360,333,315,300,333,303,264,210,207,189,207,156,132,114,96,81,57,42,24,33,15,12,15,9,6,6,6,546,66,39,24,21,9,9,12,3,9,6,9,6,9,12,9,12,9,9,9,9,12,12,15,15,6,12,18,12,9,12,18,9,15,18,24,18,24,24,24,33,27,33,33,36,48,48,51,54,57,66,63,78,66,93,90,72,66,87,102,105,84,120,141,141,174,162,174,219,201,210,222,243,261,252,315,303,279,273,252,252,210,222,201,231,192,144,135,114,111,96,48,36,42,30,18,15,12,9,9,9
